adjacent_face_median_delta_cm,bbox_depth_spread_cm,bbox_pixels,best_face,face_iqr_cm,face_mad_cm,face_median_m,face_p10_p90_cm,face_strict_fraction,face_valid_points,image_path,kp_local_mad_cm,kp_valid_samples,lighting,n_faces_evaluated,plane_residual_median_mm,plane_residual_p90_mm,ring_mad_cm,ring_median_m,ring_minus_face_cm,source_recording
14.799976348876953,188.0000114440918,1344,near,87.60004043579102,43.0999755859375,9.625,164.0000343322754,1.0,694,data/pallet/raw_data/night/capturenight01/rgb/1779448558337433088.png,30.100011825561523,8,night,6,22.697685303462027,48.93869534086391,80.0999641418457,9.47700023651123,-14.799976348876953,capturenight01
14.799976348876953,232.4000358581543,1308,near,133.9000701904297,67.70000457763672,9.47700023651123,246.50006294250542,1.0,680,data/pallet/raw_data/night/capturenight01/rgb/1779448558404267008.png,47.44997024536133,8,night,6,28.682536634436797,55.75232708963413,92.19999313354492,9.47700023651123,0.0,capturenight01
28.299999237060547,149.6999740600586,1166,near,82.49998092651367,39.40000534057617,9.194000244140625,142.19999313354492,1.0,577,data/pallet/raw_data/night/capturenight01/rgb/1779448558470816512.png,38.4000301361084,8,night,6,21.442971145725057,44.28138475379487,75.59995651245117,9.194000244140625,0.0,capturenight01
58.40005874633789,169.30007934570312,1320,near,76.50003433227539,31.999969482421875,9.778000831604004,151.300048828125,1.0,693,data/pallet/raw_data/night/capturenight01/rgb/1779448558571133952.png,45.20001411437988,8,night,6,27.158867136492024,58.21902602614711,45.800018310546875,9.47700023651123,-30.100059509277344,capturenight01
0.0,169.30007934570312,1188,near,76.50003433227539,31.999969482421875,9.778000831604004,182.00006484985352,1.0,720,data/pallet/raw_data/night/capturenight01/rgb/1779448558637883648.png,39.45002555847168,8,night,6,30.978032217945007,60.1574715877095,50.749969482421875,9.701499938964844,-7.650089263916016,capturenight01
58.40005874633789,164.0000343322754,1320,near,85.10007858276367,39.40000534057617,9.194000244140625,159.00001525878906,1.0,705,data/pallet/raw_data/night/capturenight01/rgb/1779448558704315648.png,43.80002021789551,8,night,6,25.148197542271088,55.3023855022192,69.79999542236328,9.625,43.0999755859375,capturenight01
13.899993896484375,194.4000244140625,1296,near,117.10004806518555,53.29999923706055,9.333000183105469,178.19999694824259,1.0,770,data/pallet/raw_data/night/capturenight01/rgb/1779448558804494336.png,55.35001754760742,8,night,6,29.246400348464494,58.46459479795061,77.79998779296875,9.333000183105469,0.0,capturenight01
14.400005340576172,206.50005340576172,1296,near,117.10004806518555,55.00001907348633,9.47700023651123,225.1999855041504,1.0,756,data/pallet/raw_data/night/capturenight01/rgb/1779448558837801984.png,45.20001411437988,8,night,6,30.970006133468313,61.62674472539214,75.6500244140625,9.625,14.799976348876953,capturenight01
55.00001907348633,106.99996948242188,1177,near,51.799964904785156,26.70001983642578,8.927000045776367,92.19999313354492,1.0,680,data/pallet/raw_data/night/capturenight01/rgb/1779448558904504832.png,34.89999771118164,8,night,6,24.17122267639936,49.03033418979833,62.09993362426758,9.059000015258789,13.199996948242188,capturenight01
55.00001907348633,194.4000244140625,1248,near,117.10004806518555,55.00001907348633,9.47700023651123,176.39999389648438,1.0,689,data/pallet/raw_data/night/capturenight01/rgb/1779448558971305984.png,27.850008010864258,8,night,6,28.28037425270416,55.90277987110628,85.10007858276367,9.778000831604004,30.100059509277344,capturenight01
28.299999237060547,176.39999389648438,1344,near,82.49998092651367,39.40000534057617,9.194000244140625,142.19999313354492,1.0,734,data/pallet/raw_data/night/capturenight01/rgb/1779448559037875968.png,35.50000190734863,8,night,6,19.92942035427836,45.985425432543884,77.79998779296875,9.333000183105469,13.899993896484375,capturenight01
13.500022888183594,142.19999313354492,1265,near,67.70000457763672,38.29994201660156,9.059000015258789,138.0000114440918,1.0,710,data/pallet/raw_data/night/capturenight01/rgb/1779448559104589568.png,25.499963760375977,8,night,6,24.084468192307714,51.2562032080999,62.09993362426758,9.059000015258789,0.0,capturenight01
50.39997100830078,130.0999641418457,1368,near,60.29996871948242,24.499988555908203,8.555000305175781,98.09999465942383,1.0,696,data/pallet/raw_data/night/capturenight01/rgb/1779448559171345152.png,53.00002098083496,8,night,6,21.883516411360855,45.63947778028003,47.59998321533203,8.800000190734863,24.499988555908203,capturenight01
77.79998779296875,159.00001525878906,1166,near,85.10007858276367,44.500064849853516,9.333000183105469,159.00001525878906,1.0,756,data/pallet/raw_data/night/capturenight01/rgb/1779448559238200320.png,33.85000228881836,8,night,6,31.092657590498536,56.78563092485426,58.40005874633789,9.194000244140625,-13.899993896484375,capturenight01
0.0,171.10004425048828,1320,near,85.10007858276367,44.500064849853516,9.333000183105469,159.00001525878906,1.0,738,data/pallet/raw_data/night/capturenight01/rgb/1779448559271388416.png,54.75001335144043,8,night,6,28.397358107106015,57.352415428302905,76.50003433227539,9.333000183105469,0.0,capturenight01
14.400005340576172,218.20001602172852,1332,near,100.8000373840332,55.00001907348633,9.47700023651123,164.0000343322754,1.0,775,data/pallet/raw_data/night/capturenight01/rgb/1779448559338844416.png,58.55002403259277,8,night,6,27.8358423924089,61.19340393075068,75.59995651245117,9.194000244140625,-28.299999237060547,capturenight01
41.80002212524414,248.29998016357422,1308,near,154.30002212524414,71.90008163452148,9.059000015258789,248.29998016357422,1.0,714,data/pallet/raw_data/night/capturenight01/rgb/1779448559404890368.png,24.449968338012695,8,night,6,25.393697939220253,52.46483788626916,73.49996566772461,9.059000015258789,0.0,capturenight01
0.0,194.2000389099121,1404,near,92.19999313354492,50.39997100830078,9.059000015258789,188.5000228881836,1.0,689,data/pallet/raw_data/night/capturenight01/rgb/1779448559471641088.png,42.550039291381836,8,night,6,20.38932945809936,47.770615356998874,74.10001754760742,9.194000244140625,13.500022888183594,capturenight01
56.599998474121094,200.6999969482422,1296,near,103.90005111694336,56.599998474121094,9.625,194.4000244140625,1.0,738,data/pallet/raw_data/night/capturenight01/rgb/1779448559538213632.png,45.20001411437988,8,night,6,27.72668735601322,58.22730427899178,56.599998474121094,9.625,0.0,capturenight01
81.50005340576172,403.29999923706055,1284,near,252.7000904083252,110.70003509521484,10.440000534057617,403.29999923706055,1.0,735,data/pallet/raw_data/night/capturenight01/rgb/1779448559605003776.png,40.000009536743164,8,night,6,35.82380254083383,69.04141769646618,103.90005111694336,10.098000526428223,-34.20000076293945,capturenight01
110.70003509521484,154.30002212524414,1287,near,97.80006408691406,44.500064849853516,9.333000183105469,165.99998474121094,1.0,765,data/pallet/raw_data/night/capturenight01/rgb/1779448559671728640.png,42.44999885559082,8,night,6,32.96884245723128,60.398655076251416,60.20002365112305,9.333000183105469,0.0,capturenight01
14.400005340576172,142.19999313354492,1368,near,56.599998474121094,30.100059509277344,9.47700023651123,154.30002212524414,1.0,702,data/pallet/raw_data/night/capturenight01/rgb/1779448559738428672.png,37.30006217956543,8,night,6,27.968438749764886,57.806424611659544,51.799964904785156,9.194000244140625,-28.299999237060547,capturenight01
0.0,207.30009078979492,1308,near,58.40005874633789,30.100059509277344,9.47700023651123,146.60005569458008,1.0,747,data/pallet/raw_data/night/capturenight01/rgb/1779448559805096448.png,27.850008010864258,8,night,6,22.295397788506754,55.8932931933739,67.70000457763672,9.47700023651123,0.0,capturenight01
0.0,206.50005340576172,1344,near,113.5000228881836,55.00001907348633,9.47700023651123,188.5000228881836,1.0,747,data/pallet/raw_data/night/capturenight01/rgb/1779448559871845632.png,41.249990463256836,8,night,6,28.388886821058925,58.35768648973937,92.19999313354492,9.47700023651123,0.0,capturenight01
67.70000457763672,205.30004501342773,1482,near,89.49995040893555,47.59998321533203,8.800000190734863,188.5000228881836,1.0,845,data/pallet/raw_data/night/capturenight01/rgb/1779448559938961408.png,75.44999122619629,8,night,6,17.873337209999033,44.13626788972485,69.49996948242188,8.800000190734863,0.0,capturenight01
53.29999923706055,300.00009536743164,1596,near,165.99998474121094,89.49995040893555,9.333000183105469,262.00008392333984,1.0,865,data/pallet/raw_data/night/capturenight01/rgb/1779448560005681920.png,61.14997863769531,8,night,6,22.14503689430656,56.93885659311091,124.60002899169922,9.194000244140625,-13.899993896484375,capturenight01
60.20002365112305,285.20002365112305,1392,near,142.60005950927734,74.10001754760742,9.9350004196167,285.20002365112305,1.0,783,data/pallet/raw_data/night/capturenight01/rgb/1779448560072252416.png,83.35003852844238,8,night,6,32.432832060111586,64.2492062174736,94.89994049072266,9.625,-31.000041961669922,capturenight01
60.20002365112305,182.80000686645508,1332,near,113.5000228881836,60.20002365112305,9.333000183105469,194.2000389099121,1.0,774,data/pallet/raw_data/night/capturenight01/rgb/1779448560138961152.png,43.80002021789551,8,night,6,33.799906469067444,61.64898243776812,56.599998474121094,9.625,29.199981689453125,capturenight01
77.79998779296875,156.50005340576172,1356,near,73.49996566772461,34.20000076293945,8.555000305175781,141.19997024536133,1.0,752,data/pallet/raw_data/night/capturenight01/rgb/1779448560205639168.png,38.54999542236328,8,night,6,24.48844087142298,52.74304526671995,56.599998474121094,9.059000015258789,50.39997100830078,capturenight01
77.79998779296875,188.5000228881836,1443,near,85.10007858276367,44.500064849853516,9.333000183105469,171.10004425048828,1.0,808,data/pallet/raw_data/night/capturenight01/rgb/1779448560272403200.png,50.4000186920166,8,night,6,30.604033669498143,62.43871578089843,76.50003433227539,9.333000183105469,0.0,capturenight01
13.899993896484375,211.60001754760742,1456,near,110.20002365112305,58.40005874633789,9.194000244140625,194.2000389099121,1.0,765,data/pallet/raw_data/night/capturenight01/rgb/1779448560339000576.png,45.39995193481445,8,night,6,30.325230407528867,60.425482388243246,60.29996871948242,8.927000045776367,-26.70001983642578,capturenight01
26.70001983642578,149.6999740600586,1199,near,92.19999313354492,37.199974060058594,8.927000045776367,211.60001754760742,1.0,870,data/pallet/raw_data/night/capturenight01/rgb/1779448560405550336.png,41.80002212524414,8,night,6,25.778136036892345,56.98465203672689,77.79998779296875,9.333000183105469,40.600013732910156,capturenight01
37.199974060058594,177.8000831604004,1428,near,86.9999885559082,37.199974060058594,8.555000305175781,137.1999740600586,1.0,890,data/pallet/raw_data/night/capturenight01/rgb/1779448560472310272.png,67.45004653930664,8,night,6,24.327777802032124,58.14496704124374,69.79999542236328,8.927000045776367,37.199974060058594,capturenight01
0.0,151.99995040893555,1344,near,60.29996871948242,34.20000076293945,8.555000305175781,137.1999740600586,1.0,734,data/pallet/raw_data/night/capturenight01/rgb/1779448560572304640.png,72.70002365112305,8,night,6,16.26091500923158,42.92917475683793,63.899993896484375,8.555000305175781,0.0,capturenight01
0.0,177.8000831604004,1482,near,82.19995498657227,37.199974060058594,8.555000305175781,129.69999313354492,1.0,771,data/pallet/raw_data/night/capturenight01/rgb/1779448560706199552.png,61.15002632141113,8,night,6,21.3262237513007,47.96300036414657,80.0999641418457,8.676000595092773,12.100028991699219,capturenight01
24.499988555908203,199.3000030517578,1356,near,130.0999641418457,58.699989318847656,8.800000190734863,209.80005264282227,1.0,845,data/pallet/raw_data/night/capturenight01/rgb/1779448560839287296.png,76.39994621276855,8,night,6,26.464231052924795,57.06587042281097,84.59997177124023,9.059000015258789,25.899982452392578,capturenight01
0.0,192.4999713897705,1440,near,108.89997482299805,47.59998321533203,8.800000190734863,187.1999740600586,1.0,836,data/pallet/raw_data/night/capturenight01/rgb/1779448560939523840.png,61.15002632141113,8,night,6,25.14465193804828,55.6076492199965,77.90002822875977,8.676000595092773,-12.399959564208984,capturenight01
36.199951171875,220.1000213623047,1254,near,151.99995040893555,54.10003662109375,8.438000679016113,236.90004348754883,1.0,798,data/pallet/raw_data/night/capturenight01/rgb/1779448561039358208.png,51.849985122680664,8,night,6,26.816851015243934,60.99759463481508,57.10000991821289,8.676000595092773,23.799991607666016,capturenight01
36.199951171875,209.80005264282227,1495,near,89.49995040893555,47.59998321533203,8.800000190734863,188.1000518798828,1.0,885,data/pallet/raw_data/night/capturenight01/rgb/1779448561072713984.png,57.649993896484375,8,night,6,28.71282554447573,60.13584270539007,69.49996948242188,8.800000190734863,0.0,capturenight01
12.69998550415039,172.20001220703125,1428,near,77.79998779296875,40.600013732910156,8.927000045776367,168.8700294494632,1.0,910,data/pallet/raw_data/night/capturenight01/rgb/1779448561139390208.png,20.90001106262207,8,night,6,32.90711671440415,65.53122230674875,48.89993667602539,8.927000045776367,0.0,capturenight01
25.099945068359375,226.6000747680664,1332,near,151.99995040893555,65.69995880126953,8.676000595092773,236.90004348754883,1.0,769,data/pallet/raw_data/night/capturenight01/rgb/1779448561206179584.png,54.44998741149902,8,night,6,28.698701122174207,56.77684287383943,80.00001907348633,8.800000190734863,12.399959564208984,capturenight01
12.100028991699219,182.79995918273926,1428,near,111.04998588562012,55.500030517578125,8.555000305175781,177.69999504089355,1.0,779,data/pallet/raw_data/night/capturenight01/rgb/1779448561306284544.png,30.14998435974121,8,night,6,23.079839104254454,52.061114657773835,62.09993362426758,8.438000679016113,-11.699962615966797,capturenight01
55.500030517578125,168.1999683380127,1356,near,85.50000190734863,39.49995040893555,8.0,154.6999454498291,1.0,935,data/pallet/raw_data/night/capturenight01/rgb/1779448561439704064.png,58.099985122680664,8,night,6,13.869861133634993,42.72509884799835,57.89995193481445,8.0,0.0,capturenight01
55.500030517578125,274.0000247955322,1452,near,157.99999237060547,75.79998970031738,8.555000305175781,249.3000030517578,1.0,774,data/pallet/raw_data/night/capturenight01/rgb/1779448561506335744.png,81.25,8,night,6,23.646282692443982,52.87380643054959,87.9000186920166,8.676000595092773,12.100028991699219,capturenight01
24.499988555908203,217.30003356933594,1428,near,122.8750228881836,58.699989318847656,8.800000190734863,201.99995040893555,1.0,792,data/pallet/raw_data/night/capturenight01/rgb/1779448561639944704.png,55.9999942779541,8,night,6,28.18702364521864,55.76874855331071,87.9000186920166,8.676000595092773,-12.399959564208984,capturenight01
58.699989318847656,220.39995193481445,1547,near,122.69997596740723,58.699989318847656,8.213000297546387,214.40000534057617,1.0,920,data/pallet/raw_data/night/capturenight01/rgb/1779448561706437376.png,79.74998950958252,8,night,6,20.635538761400795,49.07322077207895,105.00001907348633,8.213000297546387,0.0,capturenight01
71.39997482299805,310.80002784729004,1677,near,143.5999870300293,69.79999542236328,8.927000045776367,328.70006561279297,1.0,841,data/pallet/raw_data/night/capturenight01/rgb/1779448561773113600.png,55.9999942779541,8,night,6,27.958294951585117,56.76137644548035,75.79998970031738,8.555000305175781,-37.199974060058594,capturenight01
82.19995498657227,205.5999755859375,1664,near,107.10000991821289,50.0,8.105000495910645,177.29997634887695,1.0,910,data/pallet/raw_data/night/capturenight01/rgb/1779448561839908608.png,98.90003204345703,8,night,6,16.615021014034348,48.46872520154347,99.10001754760742,8.324000358581543,21.899986267089844,capturenight01
33.300018310546875,242.29998588562012,1612,near,126.19996070861816,64.10002708435059,8.438000679016113,220.39995193481445,1.0,898,data/pallet/raw_data/night/capturenight01/rgb/1779448561906653440.png,66.65000915527344,8,night,6,27.339435895564474,57.31301294117511,73.80003929138184,8.438000679016113,0.0,capturenight01
22.500038146972656,172.79996871948242,1452,near,97.60003089904785,51.30000114440918,8.213000297546387,163.79995346069336,1.0,836,data/pallet/raw_data/night/capturenight01/rgb/1779448561940019200.png,64.84999656677246,8,night,6,19.887980348154983,51.46441449214251,71.89998626708984,8.324000358581543,11.100006103515625,capturenight01
11.100006103515625,217.30003356933594,1694,near,109.99999046325684,52.699995040893555,8.324000358581543,191.19997024536133,1.0,747,data/pallet/raw_data/night/capturenight01/rgb/1779448562040061184.png,68.5999870300293,8,night,6,20.61929740285781,49.801388341031156,73.49996566772461,8.324000358581543,0.0,capturenight01
11.400032043457031,258.59999656677246,1736,near,139.69998359680176,73.80003929138184,8.438000679016113,211.2999439239502,1.0,817,data/pallet/raw_data/night/capturenight01/rgb/1779448562106935040.png,76.79998874664307,8,night,6,19.702126715535737,50.56358806295262,110.20002365112305,8.676000595092773,23.799991607666016,capturenight01
11.699962615966797,301.5000343322754,1950,near,143.5999870300293,75.79998970031738,8.555000305175781,284.50002670288086,1.0,892,data/pallet/raw_data/night/capturenight01/rgb/1779448562173515008.png,85.59997081756592,8,night,6,25.67989668043955,59.69616696945614,92.60001182556152,8.438000679016113,-11.699962615966797,capturenight01
55.500030517578125,205.5999755859375,1920,near,94.99998092651367,48.799943923950195,8.0,163.79995346069336,1.0,845,data/pallet/raw_data/night/capturenight01/rgb/1779448562240250624.png,58.44998359680176,8,night,6,19.8817677369837,48.05675567661722,90.29998779296875,8.324000358581543,32.4000358581543,capturenight01
0.0,159.39998626708984,1625,near,101.70001983642578,48.799943923950195,8.0,155.2999973297119,1.0,810,data/pallet/raw_data/night/capturenight01/rgb/1779448562307045632.png,45.149993896484375,8,night,6,24.028535002422977,48.99596668994516,59.29999351501465,8.105000495910645,10.500049591064453,capturenight01
10.500049591064453,177.29997634887695,1860,near,73.80003929138184,40.50002098083496,8.105000495910645,172.59998321533203,1.0,783,data/pallet/raw_data/night/capturenight01/rgb/1779448562373650432.png,54.09998893737793,8,night,6,24.315890532780866,50.92697674292191,57.10000991821289,8.105000495910645,0.0,capturenight01
10.500049591064453,186.10000610351562,1612,near,116.40000343322754,57.89995193481445,8.0,167.9999828338623,1.0,825,data/pallet/raw_data/night/capturenight01/rgb/1779448562440314624.png,48.800015449523926,8,night,6,20.64863063174346,46.901920544703046,96.60000801086426,8.213000297546387,21.300029754638672,capturenight01
32.4000358581543,223.00000190734863,1651,near,137.89997100830078,62.400007247924805,8.324000358581543,203.10001373291016,1.0,825,data/pallet/raw_data/night/capturenight01/rgb/1779448562507033600.png,43.9500093460083,8,night,6,25.058308750643427,50.80265981409985,81.19997978210449,8.324000358581543,0.0,capturenight01
42.70000457763672,172.59998321533203,1722,near,60.79998016357422,31.599998474121094,7.897000312805176,139.20001983642578,1.0,727,data/pallet/raw_data/night/capturenight01/rgb/1779448562573821952.png,95.59998512268066,8,night,6,21.48176256332755,46.77121081772671,79.69999313354492,7.797000408172607,-9.999990463256836,capturenight01
10.299968719482422,237.7999782562256,1638,near,134.30004119873047,67.60005950927734,8.0,225.2999782562256,1.0,845,data/pallet/raw_data/night/capturenight01/rgb/1779448562640468480.png,61.34998798370361,8,night,6,28.305255120063098,57.1639278115391,82.19995498657227,8.105000495910645,10.500049591064453,capturenight01
29.999971389770508,163.70000839233398,1935,near,66.69998168945312,29.999971389770508,7.700000286102295,135.80002784729004,1.0,890,data/pallet/raw_data/night/capturenight01/rgb/1779448562707172096.png,57.05001354217529,8,night,6,19.868739292898425,54.062102422134316,71.70000076293945,7.797000408172607,9.70001220703125,capturenight01
19.700002670288086,194.7000026702881,1612,near,101.70001983642578,54.10003662109375,7.897000312805176,163.70000839233398,1.0,874,data/pallet/raw_data/night/capturenight01/rgb/1779448562773888512.png,72.69997596740723,8,night,6,20.70021522627207,49.393418799006184,89.69998359680176,7.897000312805176,0.0,capturenight01
29.199981689453125,176.39999389648438,1806,near,88.0000114440918,39.49995040893555,7.6050004959106445,160.8400154113772,1.0,910,data/pallet/raw_data/night/capturenight01/rgb/1779448562840642816.png,70.74997425079346,8,night,6,24.22107762862673,54.83220802292826,82.19995498657227,8.105000495910645,50.0,capturenight01
29.199981689453125,172.59998321533203,1845,near,70.09997367858887,31.599998474121094,7.897000312805176,142.90003776550293,1.0,808,data/pallet/raw_data/night/capturenight01/rgb/1779448562940692992.png,46.30000591278076,8,night,6,21.890710611076994,48.901451712020524,46.40002250671387,7.797000408172607,-9.999990463256836,capturenight01
19.700002670288086,155.2999973297119,1620,near,99.10001754760742,40.50002098083496,7.700000286102295,167.9999828338623,1.0,893,data/pallet/raw_data/night/capturenight01/rgb/1779448563007424000.png,46.74999713897705,8,night,6,25.57557194557578,52.55240954544752,55.500030517578125,8.0,29.999971389770508,capturenight01
62.400007247924805,223.00000190734863,1806,near,141.4999485015869,71.89998626708984,8.324000358581543,225.2999782562256,1.0,940,data/pallet/raw_data/night/capturenight01/rgb/1779448563040706560.png,69.84999179840088,8,night,6,28.17534096062655,59.209381886387845,86.9999885559082,8.324000358581543,0.0,capturenight01
32.4000358581543,128.79996299743652,1924,near,71.89998626708984,32.4000358581543,8.0,113.39998245239258,1.0,1022,data/pallet/raw_data/night/capturenight01/rgb/1779448563107470592.png,23.150014877319336,8,night,6,27.178115899740643,53.68329959928173,47.59998321533203,8.324000358581543,32.4000358581543,capturenight01
39.49995040893555,219.39997673034668,1980,near,75.29997825622559,39.49995040893555,7.6050004959106445,155.4999828338623,1.0,931,data/pallet/raw_data/night/capturenight01/rgb/1779448563174348288.png,40.000009536743164,8,night,6,15.458799829209047,41.63901205261636,79.69999313354492,7.797000408172607,19.19999122619629,capturenight01
9.499979019165039,211.3999843597412,1755,near,107.70001411437988,51.30000114440918,7.700000286102295,179.9999713897705,1.0,1005,data/pallet/raw_data/night/capturenight01/rgb/1779448563240990720.png,68.10002326965332,8,night,6,23.579134987667608,52.202342812299236,87.5999927520752,7.797000408172607,9.70001220703125,capturenight01
9.499979019165039,285.50000190734863,1995,near,181.1999797821045,52.500009536743164,7.6050004959106445,293.4999942779541,1.0,846,data/pallet/raw_data/night/capturenight01/rgb/1779448563307585024.png,38.60001564025879,8,night,6,26.076766156768823,52.0991147822681,79.19998168945312,8.213000297546387,60.79998016357422,capturenight01
9.299993515014648,159.60001945495605,2192,near,75.29997825622559,34.90004539489746,7.512000560760498,132.39998817443848,1.0,893,data/pallet/raw_data/night/capturenight01/rgb/1779448563374284544.png,68.94998550415039,8,night,6,28.80254868224888,51.083156242113525,62.400007247924805,7.700000286102295,18.799972534179688,capturenight01
26.50003433227539,200.59995651245117,2240,near,99.99995231628418,32.59997367858887,7.247000217437744,164.08001899719213,1.0,897,data/pallet/raw_data/night/capturenight01/rgb/1779448563440962816.png,65.45002460479736,8,night,6,20.286227063460696,46.10019771087291,69.99998092651367,7.700000286102295,45.30000686645508,capturenight01
26.50003433227539,163.39998245239258,1768,near,91.99995994567871,48.799943923950195,7.512000560760498,144.39997673034668,1.0,1025,data/pallet/raw_data/night/capturenight01/rgb/1779448563507704320.png,61.34998798370361,8,night,6,24.50865988354004,51.6517832456175,77.89998054504395,7.700000286102295,18.799972534179688,capturenight01
0.0,175.5000114440918,1768,near,102.50000953674316,43.200016021728516,7.512000560760498,171.09999656677246,1.0,1050,data/pallet/raw_data/night/capturenight01/rgb/1779448563574654208.png,52.14998722076416,8,night,6,22.822743488415945,53.000418542502025,85.59999465942383,7.700000286102295,18.799972534179688,capturenight01
9.100008010864258,148.00000190734863,2044,near,71.70000076293945,34.10000801086426,7.4210004806518555,148.00000190734863,1.0,1007,data/pallet/raw_data/night/capturenight01/rgb/1779448563607899648.png,44.0000057220459,8,night,6,22.75241258392909,47.815711540534544,66.80002212524414,7.512000560760498,9.100008010864258,capturenight01
