frame_id,source_set,source_label,output_label,status,output_action,reasons,axis_assignment_candidates,projection_parity_max_px,rotation_orthogonality_max_error,rotation_det_max_abs_error,reflection_count,manual_kps_preserved,legacy_fields_preserved,schema_valid,yaw180_equivalence_class_exact,source_sha_before,source_sha_after,source_mtime_ns_before,source_mtime_ns_after,source_size_bytes_before,source_size_bytes_after,source_untouched
wood_183705:000646,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000646.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/000646.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",5.684341886080802e-14,1.1102230246251565e-16,0.0,0,True,True,True,True,27aa722fdd6ead629d6a5848d9e57df74c9b021f2315bec9dc876fc247290942,27aa722fdd6ead629d6a5848d9e57df74c9b021f2315bec9dc876fc247290942,1783645036826850267,1783645036826850267,2248,2248,True
wood_183705:000706,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000706.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/000706.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",1.1368683772161603e-13,2.220446049250313e-16,4.440892098500626e-16,0,True,True,True,True,28f66d7328c2b6d37c2c352fc0683120a351cd28e79fbcf02801b70d57ce8249,28f66d7328c2b6d37c2c352fc0683120a351cd28e79fbcf02801b70d57ce8249,1783645055256920554,1783645055256920554,2338,2338,True
wood_183705:000768,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000768.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/000768.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",1.1368683772161603e-13,1.1074831613170129e-16,0.0,0,True,True,True,True,79ae3e976dcd5669de3b3580daa0431c1cdcd8733ca006118be3995211e64a4c,79ae3e976dcd5669de3b3580daa0431c1cdcd8733ca006118be3995211e64a4c,1783645067633967991,1783645067633967991,2238,2238,True
wood_183705:000828,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000828.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/000828.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",0.0,2.220446049250313e-16,0.0,0,True,True,True,True,65597d12ed0fd4e7685015b400d1fd137af7027d460b55ce90162e385bd72e12,65597d12ed0fd4e7685015b400d1fd137af7027d460b55ce90162e385bd72e12,1783645100247093848,1783645100247093848,2290,2290,True
wood_183705:000889,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000889.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/000889.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,1.1550471679125008e-16,2.220446049250313e-16,0,True,True,True,True,5720e028cc1e8a5662365ef6904dabe9b4b20c9d4fb020c0006de6c1847e25f8,5720e028cc1e8a5662365ef6904dabe9b4b20c9d4fb020c0006de6c1847e25f8,1783645114839150547,1783645114839150547,2293,2293,True
wood_183705:000949,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000949.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/000949.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,1.1102230246251565e-16,2.220446049250313e-16,0,True,True,True,True,40d03126c42265db9151c93c6e9a0e0cbdbec9f6922cf73cc6fc11aa7c5b03b8,40d03126c42265db9151c93c6e9a0e0cbdbec9f6922cf73cc6fc11aa7c5b03b8,1783645125560192350,1783645125560192350,2257,2257,True
wood_183705:001010,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001010.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001010.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,2.220446049250313e-16,2.220446049250313e-16,0,True,True,True,True,4b19c53442e03708b4fef5189bf93c6965c813f09703115813bb7619920e7d9c,4b19c53442e03708b4fef5189bf93c6965c813f09703115813bb7619920e7d9c,1783645134961229106,1783645134961229106,2242,2242,True
wood_183705:001070,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001070.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001070.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,1.1102230246251565e-16,1.1102230246251565e-16,0,True,True,True,True,9b773887b8fe7b1a55972431e65c745fac581fb09d732deaee40299aabb6b8cd,9b773887b8fe7b1a55972431e65c745fac581fb09d732deaee40299aabb6b8cd,1783645147930279961,1783645147930279961,2299,2299,True
wood_183705:001130,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001130.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001130.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,2.220446049250313e-16,0.0,0,True,True,True,True,9bdd3e7e5f880f7567c8322efadedcdb96d8f9934baf4c65b081f5a45519171b,9bdd3e7e5f880f7567c8322efadedcdb96d8f9934baf4c65b081f5a45519171b,1783645159690326222,1783645159690326222,2244,2244,True
wood_183705:001193,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001193.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001193.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,1.1102230246251565e-16,0.0,0,True,True,True,True,db11476d99d744d699d7bfd2e23209f89e2f49b2f9ffbfb504f482ef49a06e3a,db11476d99d744d699d7bfd2e23209f89e2f49b2f9ffbfb504f482ef49a06e3a,1783645171968374666,1783645171968374666,2288,2288,True
wood_183705:001263,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001263.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001263.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,4.440892098500626e-16,4.440892098500626e-16,0,True,True,True,True,1d5b2d07db21def3c7b650f9d905138af549a95cbbe09763d2b7a37735424142,1d5b2d07db21def3c7b650f9d905138af549a95cbbe09763d2b7a37735424142,1783645194526464045,1783645194526464045,2336,2336,True
wood_183705:001327,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001327.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001327.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",1.1368683772161603e-13,2.220446049250313e-16,0.0,0,True,True,True,True,c070882a388c17b31635189fe356cd7662befa95a59bc3c7d32d400fb3808dc2,c070882a388c17b31635189fe356cd7662befa95a59bc3c7d32d400fb3808dc2,1783645206262510732,1783645206262510732,2244,2244,True
wood_183705:001388,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001388.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001388.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",1.1368683772161603e-13,6.515183343121228e-17,0.0,0,True,True,True,True,dc9df45c2dcfe586d3ed40fb9a9eadb0d8d39c8552244bf8bcfcb5edb8e9951e,dc9df45c2dcfe586d3ed40fb9a9eadb0d8d39c8552244bf8bcfcb5edb8e9951e,1783645226852592939,1783645226852592939,2344,2344,True
wood_183705:001463,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001463.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001463.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,2.220446049250313e-16,4.440892098500626e-16,0,True,True,True,True,7d7b559ca9972f3fb0e3e9f632d101c09e653ec69468a491b403fb557a9adf6e,7d7b559ca9972f3fb0e3e9f632d101c09e653ec69468a491b403fb557a9adf6e,1783645239966645489,1783645239966645489,2250,2250,True
wood_183705:001523,wood_183705,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/001523.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_183705_manual_gt/001523.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,1.1418944767708334e-16,3.3306690738754696e-16,0,True,True,True,True,e36984e0f73e661bb6f4e9a87c9e81f346a92e02e989d9c517add561786a33c7,e36984e0f73e661bb6f4e9a87c9e81f346a92e02e989d9c517add561786a33c7,1783645250952689623,1783645250952689623,2247,2247,True
wood_184309:000012,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000012.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000012.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,1.115314878868433e-16,1.1102230246251565e-16,0,True,True,True,True,d66916c56241009fb3d3895c634318c126bc94dad36dedcc655a7f9da6e8b700,d66916c56241009fb3d3895c634318c126bc94dad36dedcc655a7f9da6e8b700,1783645383799230607,1783645383799230607,2245,2245,True
wood_184309:000072,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000072.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000072.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,2.220446049250313e-16,4.440892098500626e-16,0,True,True,True,True,b9c35bac1479597c99c65204f0d7043c95ca787ca9642ab82d13747e3a8d6831,b9c35bac1479597c99c65204f0d7043c95ca787ca9642ab82d13747e3a8d6831,1783645392538266621,1783645392538266621,2246,2246,True
wood_184309:000132,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000132.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000132.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",5.684341886080802e-14,2.220446049250313e-16,0.0,0,True,True,True,True,55f69b91832a1feac1f34afad515e230abb3bf30c4666fc624b102f572a4921b,55f69b91832a1feac1f34afad515e230abb3bf30c4666fc624b102f572a4921b,1783645403881313436,1783645403881313436,2246,2246,True
wood_184309:000192,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000192.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000192.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",5.684341886080802e-14,1.1102230246251565e-16,1.1102230246251565e-16,0,True,True,True,True,b9435c5ba7200bb2bd31adcd136730dd33c33c0aa55038971ab0ad4015f1dcb4,b9435c5ba7200bb2bd31adcd136730dd33c33c0aa55038971ab0ad4015f1dcb4,1783645414736358311,1783645414736358311,2302,2302,True
wood_184309:000252,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000252.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000252.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,2.220446049250313e-16,0.0,0,True,True,True,True,821eae0afca8d9ff138504d248808a23c277bf9247f9e59f66863d8f1c25b1e4,821eae0afca8d9ff138504d248808a23c277bf9247f9e59f66863d8f1c25b1e4,1783645425634403434,1783645425634403434,2243,2243,True
wood_184309:000312,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000312.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000312.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,1.1102230246251565e-16,2.220446049250313e-16,0,True,True,True,True,4ec0eea2568eb0f6de2071318f94b618109217790bf96b866a63fa8a1911bc8c,4ec0eea2568eb0f6de2071318f94b618109217790bf96b866a63fa8a1911bc8c,1783645438579457124,1783645438579457124,2252,2252,True
wood_184309:000372,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000372.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000372.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",0.0,2.220446049250313e-16,0.0,0,True,True,True,True,a4765ab746da56a2c193e0d45151a7d2b4f2a13e53d760221b5edc4404b114f5,a4765ab746da56a2c193e0d45151a7d2b4f2a13e53d760221b5edc4404b114f5,1783645451721511729,1783645451721511729,2247,2247,True
wood_184309:000432,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000432.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000432.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",1.1368683772161603e-13,2.220446049250313e-16,1.1102230246251565e-16,0,True,True,True,True,30b7f40949b5738659043c616fa1e808787331f2dcc491c3c378056dca3429a8,30b7f40949b5738659043c616fa1e808787331f2dcc491c3c378056dca3429a8,1783645462048554705,1783645462048554705,2242,2242,True
wood_184309:000492,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000492.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000492.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",1.1368683772161603e-13,1.1102230246251565e-16,0.0,0,True,True,True,True,56ef08e3e881c4fa1061dfd9d3c9088518bf6fb1b5c7c51843f9223f2bc55444,56ef08e3e881c4fa1061dfd9d3c9088518bf6fb1b5c7c51843f9223f2bc55444,1783645473437602168,1783645473437602168,2238,2238,True
