recording_a,recording_b,session_a,session_b,geometric_match_inliers,geometric_match_inlier_ratio,background_colour_similarity,camera_intrinsics_same,resolution_same,lighting_a,lighting_b,provenance_relation,automatic_grade
REC_004,REC_021,data/pallet/raw_data/negative_real_20260823,data/pallet/raw_data/outside/capturepalletcad,6,0.375,0.5446,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_004,REC_028,data/pallet/raw_data/negative_real_20260823,data/pallet/raw_data/outside/capturepallet10,6,0.375,0.501,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_004,REC_043,data/pallet/raw_data/negative_real_20260823,data/pallet/raw_data/wood/selected/20260618_132917,6,0.5,0.5518,False,False,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_012,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/outside/capturepallet08,6,0.4286,0.5792,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_014,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/real_data,6,0.3529,0.5655,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_015,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/outside/forklift_raw_20260528,6,0.4615,0.5266,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_019,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/night/capturenight01,6,0.4,0.3289,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_025,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/outside/capturepallet07,6,0.3333,0.4693,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_027,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/night/capturenight08,6,0.5,0.2826,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_028,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/outside/capturepallet10,6,0.4615,0.458,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_038,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/outside/capturepallet02,6,0.4615,0.3371,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_041,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/outside/capturepallet05,6,0.4615,0.3415,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_045,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/outside/capturepallet04,6,0.4286,0.3187,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_007,REC_020,data/pallet/raw_data/outside/capturepallet09,data/pallet/raw_data/night/capturenight03,6,0.375,0.4701,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_007,REC_022,data/pallet/raw_data/outside/capturepallet09,data/pallet/raw_data/night/capturenight09,6,0.3529,0.4531,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_007,REC_023,data/pallet/raw_data/outside/capturepallet09,data/pallet/raw_data/night/capturenight04,6,0.5,0.3204,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_007,REC_039,data/pallet/raw_data/outside/capturepallet09,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,6,0.5,0.4994,False,False,day,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_008,REC_009,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/vdoframes,6,0.4286,0.526,False,False,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_008,REC_014,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/real_data,6,0.5,0.6185,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_008,REC_015,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/outside/forklift_raw_20260528,6,0.4615,0.561,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_008,REC_029,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/night/capturenight07,6,0.5,0.2515,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_008,REC_034,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/night/capturenight06,6,0.3333,0.4136,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_008,REC_039,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,6,0.4286,0.4693,False,False,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_009,REC_011,data/pallet/raw_data/vdoframes,data/pallet/raw_data/outside/capturepallet11,6,0.5,0.5146,False,False,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_009,REC_012,data/pallet/raw_data/vdoframes,data/pallet/raw_data/outside/capturepallet08,6,0.5,0.3793,False,False,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_009,REC_023,data/pallet/raw_data/vdoframes,data/pallet/raw_data/night/capturenight04,6,0.4615,0.2632,False,False,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_009,REC_025,data/pallet/raw_data/vdoframes,data/pallet/raw_data/outside/capturepallet07,6,0.5,0.4739,False,False,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_009,REC_030,data/pallet/raw_data/vdoframes,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,6,0.4615,0.4715,False,False,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_009,REC_033,data/pallet/raw_data/vdoframes,data/pallet/raw_data/night/capturenight05,6,0.5,0.3234,False,False,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_009,REC_041,data/pallet/raw_data/vdoframes,data/pallet/raw_data/outside/capturepallet05,6,0.3529,0.2274,False,False,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_009,REC_045,data/pallet/raw_data/vdoframes,data/pallet/raw_data/outside/capturepallet04,6,0.5,0.2173,False,False,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_011,REC_017,data/pallet/raw_data/outside/capturepallet11,data/pallet/raw_data/night/capturenight10,6,0.4286,0.488,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_011,REC_020,data/pallet/raw_data/outside/capturepallet11,data/pallet/raw_data/night/capturenight03,6,0.4,0.478,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_011,REC_022,data/pallet/raw_data/outside/capturepallet11,data/pallet/raw_data/night/capturenight09,6,0.4286,0.4316,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_012,REC_020,data/pallet/raw_data/outside/capturepallet08,data/pallet/raw_data/night/capturenight03,6,0.3333,0.4949,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_012,REC_024,data/pallet/raw_data/outside/capturepallet08,data/pallet/raw_data/night/capturenight02,6,0.3529,0.4176,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_012,REC_030,data/pallet/raw_data/outside/capturepallet08,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,6,0.375,0.5134,False,True,day,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_013,REC_015,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,data/pallet/raw_data/outside/forklift_raw_20260528,6,0.4615,0.4794,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_013,REC_022,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,data/pallet/raw_data/night/capturenight09,6,0.5,0.2943,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_013,REC_023,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,data/pallet/raw_data/night/capturenight04,6,0.4286,0.2282,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_013,REC_033,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,data/pallet/raw_data/night/capturenight05,6,0.4286,0.3924,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_013,REC_038,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,data/pallet/raw_data/outside/capturepallet02,6,0.4,0.3651,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_013,REC_039,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,6,0.5,0.5284,False,False,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_013,REC_044,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,data/pallet/raw_data/capture0403noapril,6,0.4615,0.4989,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_013,REC_045,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,data/pallet/raw_data/outside/capturepallet04,6,0.3529,0.3746,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_014,REC_015,data/pallet/raw_data/real_data,data/pallet/raw_data/outside/forklift_raw_20260528,6,0.5,0.4746,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_014,REC_019,data/pallet/raw_data/real_data,data/pallet/raw_data/night/capturenight01,6,0.4,0.34,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_014,REC_020,data/pallet/raw_data/real_data,data/pallet/raw_data/night/capturenight03,6,0.4,0.3868,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_014,REC_022,data/pallet/raw_data/real_data,data/pallet/raw_data/night/capturenight09,6,0.4615,0.2466,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_014,REC_023,data/pallet/raw_data/real_data,data/pallet/raw_data/night/capturenight04,6,0.4286,0.2241,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_014,REC_024,data/pallet/raw_data/real_data,data/pallet/raw_data/night/capturenight02,6,0.4286,0.2876,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_014,REC_026,data/pallet/raw_data/real_data,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,6,0.4615,0.6105,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_014,REC_028,data/pallet/raw_data/real_data,data/pallet/raw_data/outside/capturepallet10,6,0.3529,0.43,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_014,REC_029,data/pallet/raw_data/real_data,data/pallet/raw_data/night/capturenight07,6,0.5,0.2618,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_014,REC_040,data/pallet/raw_data/real_data,data/pallet/raw_data/outside/capturepallet03,6,0.4615,0.3121,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_014,REC_041,data/pallet/raw_data/real_data,data/pallet/raw_data/outside/capturepallet05,6,0.4,0.3243,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_015,REC_025,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/outside/capturepallet07,6,0.2857,0.4585,False,True,day,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_015,REC_026,data/pallet/raw_data/outside/forklift_raw_20260528,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,6,0.3158,0.4753,False,True,day,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_015,REC_027,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/night/capturenight08,6,0.375,0.3979,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_015,REC_033,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/night/capturenight05,6,0.4286,0.4579,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_015,REC_045,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/outside/capturepallet04,6,0.3,0.3181,False,True,day,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_018,REC_044,data/pallet/raw_data/capture02,data/pallet/raw_data/capture0403noapril,6,0.5,0.9246,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_019,REC_020,data/pallet/raw_data/night/capturenight01,data/pallet/raw_data/night/capturenight03,6,0.4,0.6936,False,True,night,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_019,REC_023,data/pallet/raw_data/night/capturenight01,data/pallet/raw_data/night/capturenight04,6,0.4286,0.8221,False,True,night,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_019,REC_028,data/pallet/raw_data/night/capturenight01,data/pallet/raw_data/outside/capturepallet10,6,0.4286,0.3903,False,True,night,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_020,REC_024,data/pallet/raw_data/night/capturenight03,data/pallet/raw_data/night/capturenight02,6,0.3333,0.6677,False,True,night,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_020,REC_036,data/pallet/raw_data/night/capturenight03,data/pallet/raw_data/capture0403middle,6,0.375,0.3837,False,True,night,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_021,REC_025,data/pallet/raw_data/outside/capturepalletcad,data/pallet/raw_data/outside/capturepallet07,6,0.4286,0.7357,False,True,day,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_021,REC_027,data/pallet/raw_data/outside/capturepalletcad,data/pallet/raw_data/night/capturenight08,6,0.4615,0.5177,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_021,REC_031,data/pallet/raw_data/outside/capturepalletcad,data/pallet/raw_data/capture03,6,0.4,0.692,False,True,day,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_021,REC_034,data/pallet/raw_data/outside/capturepalletcad,data/pallet/raw_data/night/capturenight06,6,0.1875,0.4201,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_021,REC_043,data/pallet/raw_data/outside/capturepalletcad,data/pallet/raw_data/wood/selected/20260618_132917,6,0.4615,0.4369,False,False,day,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_022,REC_036,data/pallet/raw_data/night/capturenight09,data/pallet/raw_data/capture0403middle,6,0.24,0.2774,False,True,night,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_023,REC_027,data/pallet/raw_data/night/capturenight04,data/pallet/raw_data/night/capturenight08,6,0.4615,0.3717,False,True,night,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_023,REC_031,data/pallet/raw_data/night/capturenight04,data/pallet/raw_data/capture03,6,0.4,0.298,False,True,night,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_023,REC_033,data/pallet/raw_data/night/capturenight04,data/pallet/raw_data/night/capturenight05,6,0.4286,0.5736,False,True,night,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_023,REC_034,data/pallet/raw_data/night/capturenight04,data/pallet/raw_data/night/capturenight06,6,0.4286,0.6488,False,True,night,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_025,REC_029,data/pallet/raw_data/outside/capturepallet07,data/pallet/raw_data/night/capturenight07,6,0.4286,0.4617,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_025,REC_030,data/pallet/raw_data/outside/capturepallet07,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,6,0.4,0.596,False,True,day,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_025,REC_033,data/pallet/raw_data/outside/capturepallet07,data/pallet/raw_data/night/capturenight05,6,0.5,0.5232,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_025,REC_038,data/pallet/raw_data/outside/capturepallet07,data/pallet/raw_data/outside/capturepallet02,6,0.3158,0.8035,False,True,day,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_026,REC_028,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,data/pallet/raw_data/outside/capturepallet10,6,0.3529,0.5428,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_026,REC_029,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,data/pallet/raw_data/night/capturenight07,6,0.4,0.2296,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_026,REC_033,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,data/pallet/raw_data/night/capturenight05,6,0.4615,0.3511,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_026,REC_039,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,6,0.4615,0.4578,False,False,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_026,REC_041,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,data/pallet/raw_data/outside/capturepallet05,6,0.5,0.3609,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_026,REC_043,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,data/pallet/raw_data/wood/selected/20260618_132917,6,0.5,0.3737,False,False,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_026,REC_044,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,data/pallet/raw_data/capture0403noapril,6,0.375,0.4044,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_030,REC_031,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,data/pallet/raw_data/capture03,6,0.4615,0.5833,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_030,REC_036,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,data/pallet/raw_data/capture0403middle,6,0.5,0.6177,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_030,REC_043,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,data/pallet/raw_data/wood/selected/20260618_132917,6,0.5,0.571,False,False,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_033,REC_036,data/pallet/raw_data/night/capturenight05,data/pallet/raw_data/capture0403middle,6,0.2857,0.396,False,True,night,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_033,REC_039,data/pallet/raw_data/night/capturenight05,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,6,0.4,0.3554,False,False,night,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_001,REC_002,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_night_20260830,5,0.3333,0.6006,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_001,REC_008,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,5,0.3333,0.5048,False,True,day,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_001,REC_009,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,data/pallet/raw_data/vdoframes,5,0.3846,0.6075,False,False,day,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_001,REC_023,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,data/pallet/raw_data/night/capturenight04,5,0.3846,0.3129,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_001,REC_029,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,data/pallet/raw_data/night/capturenight07,5,0.2941,0.2868,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_001,REC_034,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,data/pallet/raw_data/night/capturenight06,5,0.1786,0.5266,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_002,REC_012,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_night_20260830,data/pallet/raw_data/outside/capturepallet08,5,0.3846,0.483,False,True,night,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_002,REC_026,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_night_20260830,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,5,0.3571,0.4007,False,True,night,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_002,REC_033,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_night_20260830,data/pallet/raw_data/night/capturenight05,5,0.3571,0.7141,False,True,night,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_004,REC_005,data/pallet/raw_data/negative_real_20260823,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,5,0.3571,0.5686,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_004,REC_007,data/pallet/raw_data/negative_real_20260823,data/pallet/raw_data/outside/capturepallet09,5,0.3333,0.7094,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_004,REC_008,data/pallet/raw_data/negative_real_20260823,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,5,0.2941,0.675,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_004,REC_013,data/pallet/raw_data/negative_real_20260823,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,5,0.3571,0.6378,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_004,REC_014,data/pallet/raw_data/negative_real_20260823,data/pallet/raw_data/real_data,5,0.3846,0.5159,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_004,REC_023,data/pallet/raw_data/negative_real_20260823,data/pallet/raw_data/night/capturenight04,5,0.3846,0.2613,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_004,REC_025,data/pallet/raw_data/negative_real_20260823,data/pallet/raw_data/outside/capturepallet07,5,0.3333,0.6774,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_004,REC_026,data/pallet/raw_data/negative_real_20260823,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,5,0.3571,0.6389,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_004,REC_044,data/pallet/raw_data/negative_real_20260823,data/pallet/raw_data/capture0403noapril,5,0.3571,0.6023,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_007,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/outside/capturepallet09,5,0.3846,0.4328,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_020,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/night/capturenight03,5,0.3571,0.3497,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_021,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/outside/capturepalletcad,5,0.3125,0.5543,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_029,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/night/capturenight07,5,0.4167,0.2409,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_005,REC_036,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/capture0403middle,5,0.4167,0.3812,False,True,unknown,unknown,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_007,REC_027,data/pallet/raw_data/outside/capturepallet09,data/pallet/raw_data/night/capturenight08,5,0.4167,0.5221,False,True,day,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_008,REC_017,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/night/capturenight10,5,0.3846,0.2486,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_008,REC_024,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/night/capturenight02,5,0.3846,0.3762,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_008,REC_025,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/outside/capturepallet07,5,0.3846,0.5082,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_008,REC_027,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/night/capturenight08,5,0.4167,0.3006,False,True,unknown,night,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
REC_008,REC_028,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/outside/capturepallet10,5,0.4167,0.4629,False,True,unknown,day,DISTINCT_RECORDING,LIKELY_DIFFERENT_SITE
