recording_a,recording_b,session_a,session_b,geometric_match_inliers,geometric_match_inlier_ratio,background_colour_similarity,camera_intrinsics_same,resolution_same,lighting_a,lighting_b,provenance_relation,automatic_grade
REC_011,REC_036,data/pallet/raw_data/outside/capturepallet11,data/pallet/raw_data/capture0403middle,12,0.5217,0.5795,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_012,REC_031,data/pallet/raw_data/outside/capturepallet08,data/pallet/raw_data/capture03,12,0.3871,0.6236,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_015,REC_031,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/capture03,12,0.3429,0.5107,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_015,REC_040,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/outside/capturepallet03,12,0.5714,0.3477,False,True,day,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_015,REC_044,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/capture0403noapril,12,0.3636,0.5491,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_017,REC_034,data/pallet/raw_data/night/capturenight10,data/pallet/raw_data/night/capturenight06,12,0.3158,0.7227,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_018,REC_031,data/pallet/raw_data/capture02,data/pallet/raw_data/capture03,12,0.5,0.8937,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_020,REC_028,data/pallet/raw_data/night/capturenight03,data/pallet/raw_data/outside/capturepallet10,12,0.6316,0.3945,False,True,night,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_020,REC_038,data/pallet/raw_data/night/capturenight03,data/pallet/raw_data/outside/capturepallet02,12,0.7059,0.2712,False,True,night,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_022,REC_029,data/pallet/raw_data/night/capturenight09,data/pallet/raw_data/night/capturenight07,12,0.4138,0.9921,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_022,REC_033,data/pallet/raw_data/night/capturenight09,data/pallet/raw_data/night/capturenight05,12,0.48,0.8648,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_024,REC_027,data/pallet/raw_data/night/capturenight02,data/pallet/raw_data/night/capturenight08,12,0.4444,0.8746,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_024,REC_039,data/pallet/raw_data/night/capturenight02,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,12,0.75,0.2825,False,False,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_025,REC_031,data/pallet/raw_data/outside/capturepallet07,data/pallet/raw_data/capture03,12,0.4286,0.5613,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_027,REC_034,data/pallet/raw_data/night/capturenight08,data/pallet/raw_data/night/capturenight06,12,0.3636,0.7526,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_030,REC_039,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,12,0.6316,0.3521,False,False,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_030,REC_044,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,data/pallet/raw_data/capture0403noapril,12,0.1967,0.6421,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_040,REC_044,data/pallet/raw_data/outside/capturepallet03,data/pallet/raw_data/capture0403noapril,12,0.4286,0.2886,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_001,REC_041,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,data/pallet/raw_data/outside/capturepallet05,11,0.6471,0.2557,False,True,day,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_002,REC_031,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_night_20260830,data/pallet/raw_data/capture03,11,0.5,0.6077,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_005,REC_018,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/capture02,11,0.5238,0.3537,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_007,REC_013,data/pallet/raw_data/outside/capturepallet09,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,11,0.44,0.4904,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_008,REC_011,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/outside/capturepallet11,11,0.5789,0.4803,False,True,unknown,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_009,REC_018,data/pallet/raw_data/vdoframes,data/pallet/raw_data/capture02,11,0.4231,0.4827,False,False,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_009,REC_026,data/pallet/raw_data/vdoframes,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,11,0.5238,0.4428,False,False,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_009,REC_036,data/pallet/raw_data/vdoframes,data/pallet/raw_data/capture0403middle,11,0.5,0.4281,False,False,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_011,REC_014,data/pallet/raw_data/outside/capturepallet11,data/pallet/raw_data/real_data,11,0.3793,0.5715,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_011,REC_018,data/pallet/raw_data/outside/capturepallet11,data/pallet/raw_data/capture02,11,0.3793,0.7091,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_011,REC_023,data/pallet/raw_data/outside/capturepallet11,data/pallet/raw_data/night/capturenight04,11,0.7857,0.3803,False,True,day,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_012,REC_026,data/pallet/raw_data/outside/capturepallet08,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,11,0.55,0.5705,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_014,REC_044,data/pallet/raw_data/real_data,data/pallet/raw_data/capture0403noapril,11,0.4583,0.412,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_017,REC_019,data/pallet/raw_data/night/capturenight10,data/pallet/raw_data/night/capturenight01,11,0.5,0.823,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_017,REC_026,data/pallet/raw_data/night/capturenight10,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,11,0.44,0.2145,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_017,REC_040,data/pallet/raw_data/night/capturenight10,data/pallet/raw_data/outside/capturepallet03,11,0.3667,0.2941,False,True,night,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_017,REC_041,data/pallet/raw_data/night/capturenight10,data/pallet/raw_data/outside/capturepallet05,11,0.6111,0.3113,False,True,night,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_020,REC_022,data/pallet/raw_data/night/capturenight03,data/pallet/raw_data/night/capturenight09,11,0.5,0.6443,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_020,REC_041,data/pallet/raw_data/night/capturenight03,data/pallet/raw_data/outside/capturepallet05,11,0.3929,0.2666,False,True,night,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_020,REC_045,data/pallet/raw_data/night/capturenight03,data/pallet/raw_data/outside/capturepallet04,11,0.6111,0.2628,False,True,night,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_022,REC_044,data/pallet/raw_data/night/capturenight09,data/pallet/raw_data/capture0403noapril,11,0.5,0.2702,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_024,REC_025,data/pallet/raw_data/night/capturenight02,data/pallet/raw_data/outside/capturepallet07,11,0.4783,0.4915,False,True,night,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_024,REC_026,data/pallet/raw_data/night/capturenight02,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,11,0.5789,0.381,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_024,REC_033,data/pallet/raw_data/night/capturenight02,data/pallet/raw_data/night/capturenight05,11,0.4231,0.8421,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_029,REC_036,data/pallet/raw_data/night/capturenight07,data/pallet/raw_data/capture0403middle,11,0.3235,0.3192,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_033,REC_034,data/pallet/raw_data/night/capturenight05,data/pallet/raw_data/night/capturenight06,11,0.44,0.8372,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_041,REC_043,data/pallet/raw_data/outside/capturepallet05,data/pallet/raw_data/wood/selected/20260618_132917,11,0.4074,0.2108,False,False,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_001,REC_015,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,data/pallet/raw_data/outside/forklift_raw_20260528,10,0.5263,0.3593,False,True,day,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_001,REC_018,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,data/pallet/raw_data/capture02,10,0.5556,0.8625,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_002,REC_005,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_night_20260830,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,10,0.5882,0.4292,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_002,REC_023,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_night_20260830,data/pallet/raw_data/night/capturenight04,10,0.6667,0.7957,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_002,REC_034,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_night_20260830,data/pallet/raw_data/night/capturenight06,10,0.6667,0.7538,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_003,REC_014,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902,data/pallet/raw_data/real_data,10,0.4545,0.578,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_005,REC_030,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,10,0.625,0.4986,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_007,REC_034,data/pallet/raw_data/outside/capturepallet09,data/pallet/raw_data/night/capturenight06,10,0.5,0.5099,False,True,day,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_007,REC_043,data/pallet/raw_data/outside/capturepallet09,data/pallet/raw_data/wood/selected/20260618_132917,10,0.5263,0.6234,False,False,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_009,REC_013,data/pallet/raw_data/vdoframes,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,10,0.5,0.5892,False,False,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_011,REC_043,data/pallet/raw_data/outside/capturepallet11,data/pallet/raw_data/wood/selected/20260618_132917,10,0.4,0.6056,False,False,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_012,REC_013,data/pallet/raw_data/outside/capturepallet08,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,10,0.4348,0.564,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_012,REC_018,data/pallet/raw_data/outside/capturepallet08,data/pallet/raw_data/capture02,10,0.5263,0.6124,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_013,REC_018,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,data/pallet/raw_data/capture02,10,0.4762,0.4936,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_013,REC_030,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,10,0.3846,0.6193,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_014,REC_031,data/pallet/raw_data/real_data,data/pallet/raw_data/capture03,10,0.6667,0.498,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_015,REC_018,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/capture02,10,0.3571,0.4434,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_015,REC_022,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/night/capturenight09,10,0.5,0.3033,False,True,day,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_015,REC_029,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/night/capturenight07,10,0.5882,0.3049,False,True,day,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_015,REC_030,data/pallet/raw_data/outside/forklift_raw_20260528,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,10,0.4348,0.4121,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_015,REC_039,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,10,0.4,0.4229,False,False,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_015,REC_043,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/wood/selected/20260618_132917,10,0.3571,0.4948,False,False,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_017,REC_030,data/pallet/raw_data/night/capturenight10,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,10,0.3571,0.2767,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_019,REC_029,data/pallet/raw_data/night/capturenight01,data/pallet/raw_data/night/capturenight07,10,0.625,0.811,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_019,REC_043,data/pallet/raw_data/night/capturenight01,data/pallet/raw_data/wood/selected/20260618_132917,10,0.6667,0.3696,False,False,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_020,REC_027,data/pallet/raw_data/night/capturenight03,data/pallet/raw_data/night/capturenight08,10,0.5,0.5877,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_020,REC_039,data/pallet/raw_data/night/capturenight03,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,10,0.7143,0.4585,False,False,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_022,REC_026,data/pallet/raw_data/night/capturenight09,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,10,0.7692,0.3,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_022,REC_034,data/pallet/raw_data/night/capturenight09,data/pallet/raw_data/night/capturenight06,10,0.3226,0.6706,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_024,REC_028,data/pallet/raw_data/night/capturenight02,data/pallet/raw_data/outside/capturepallet10,10,0.2857,0.4785,False,True,night,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_025,REC_026,data/pallet/raw_data/outside/capturepallet07,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,10,0.4762,0.51,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_027,REC_036,data/pallet/raw_data/night/capturenight08,data/pallet/raw_data/capture0403middle,10,0.4,0.3458,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_027,REC_039,data/pallet/raw_data/night/capturenight08,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,10,0.4167,0.2992,False,False,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_028,REC_030,data/pallet/raw_data/outside/capturepallet10,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,10,0.3571,0.348,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_028,REC_033,data/pallet/raw_data/outside/capturepallet10,data/pallet/raw_data/night/capturenight05,10,0.625,0.3552,False,True,day,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_028,REC_039,data/pallet/raw_data/outside/capturepallet10,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,10,0.5556,0.4263,False,False,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_031,REC_036,data/pallet/raw_data/capture03,data/pallet/raw_data/capture0403middle,10,0.3333,0.9185,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_040,REC_043,data/pallet/raw_data/outside/capturepallet03,data/pallet/raw_data/wood/selected/20260618_132917,10,0.5,0.1924,False,False,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_001,REC_026,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,9,0.6,0.3672,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_001,REC_031,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,data/pallet/raw_data/capture03,9,0.6923,0.6702,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_004,REC_018,data/pallet/raw_data/negative_real_20260823,data/pallet/raw_data/capture02,9,0.4737,0.5922,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_005,REC_043,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/wood/selected/20260618_132917,9,0.6429,0.3523,False,False,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_009,REC_017,data/pallet/raw_data/vdoframes,data/pallet/raw_data/night/capturenight10,9,0.5,0.313,False,False,unknown,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_009,REC_029,data/pallet/raw_data/vdoframes,data/pallet/raw_data/night/capturenight07,9,0.6923,0.2498,False,False,unknown,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_009,REC_031,data/pallet/raw_data/vdoframes,data/pallet/raw_data/capture03,9,0.36,0.4956,False,False,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_011,REC_044,data/pallet/raw_data/outside/capturepallet11,data/pallet/raw_data/capture0403noapril,9,0.4737,0.6103,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_012,REC_015,data/pallet/raw_data/outside/capturepallet08,data/pallet/raw_data/outside/forklift_raw_20260528,9,0.45,0.5305,False,True,day,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_012,REC_039,data/pallet/raw_data/outside/capturepallet08,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,9,0.6923,0.5729,False,False,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_012,REC_044,data/pallet/raw_data/outside/capturepallet08,data/pallet/raw_data/capture0403noapril,9,0.375,0.7151,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_015,REC_038,data/pallet/raw_data/outside/forklift_raw_20260528,data/pallet/raw_data/outside/capturepallet02,9,0.45,0.4087,False,True,day,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_017,REC_022,data/pallet/raw_data/night/capturenight10,data/pallet/raw_data/night/capturenight09,9,0.5625,0.694,False,True,night,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_017,REC_036,data/pallet/raw_data/night/capturenight10,data/pallet/raw_data/capture0403middle,9,0.45,0.2818,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_019,REC_021,data/pallet/raw_data/night/capturenight01,data/pallet/raw_data/outside/capturepalletcad,9,0.6923,0.3636,False,True,night,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_019,REC_026,data/pallet/raw_data/night/capturenight01,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,9,0.4737,0.3202,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_019,REC_045,data/pallet/raw_data/night/capturenight01,data/pallet/raw_data/outside/capturepallet04,9,0.4737,0.3321,False,True,night,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_020,REC_030,data/pallet/raw_data/night/capturenight03,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902_kimjihoon,9,0.3913,0.3051,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_022,REC_028,data/pallet/raw_data/night/capturenight09,data/pallet/raw_data/outside/capturepallet10,9,0.3214,0.4368,False,True,night,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_022,REC_039,data/pallet/raw_data/night/capturenight09,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,9,0.5294,0.2585,False,False,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_025,REC_034,data/pallet/raw_data/outside/capturepallet07,data/pallet/raw_data/night/capturenight06,9,0.375,0.4462,False,True,day,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_025,REC_041,data/pallet/raw_data/outside/capturepallet07,data/pallet/raw_data/outside/capturepallet05,9,0.3913,0.799,False,True,day,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_025,REC_045,data/pallet/raw_data/outside/capturepallet07,data/pallet/raw_data/outside/capturepallet04,9,0.5,0.7924,False,True,day,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_028,REC_036,data/pallet/raw_data/outside/capturepallet10,data/pallet/raw_data/capture0403middle,9,0.6,0.2753,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_029,REC_039,data/pallet/raw_data/night/capturenight07,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,9,0.5625,0.2606,False,False,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_038,REC_043,data/pallet/raw_data/outside/capturepallet02,data/pallet/raw_data/wood/selected/20260618_132917,9,0.45,0.2005,False,False,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_001,REC_039,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,8,0.5,0.3001,False,False,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_001,REC_043,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_day_20260830,data/pallet/raw_data/wood/selected/20260618_132917,8,0.4706,0.7449,False,False,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_002,REC_004,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_night_20260830,data/pallet/raw_data/negative_real_20260823,8,0.2963,0.5084,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_002,REC_013,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_night_20260830,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174925,8,0.5714,0.4795,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_002,REC_014,data/evaluation/pallet_eval_v1/incoming/sessions/real_unlabeled_night_20260830,data/pallet/raw_data/real_data,8,0.5,0.3588,False,True,night,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_003,REC_012,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902,data/pallet/raw_data/outside/capturepallet08,8,0.6667,0.5244,False,True,unknown,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_003,REC_039,challenge/data/01_real/_live_captures/handheld_20260902/sessions/capture_20260902,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,8,0.2424,0.4608,False,False,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_004,REC_031,data/pallet/raw_data/negative_real_20260823,data/pallet/raw_data/capture03,8,0.4444,0.7658,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_004,REC_036,data/pallet/raw_data/negative_real_20260823,data/pallet/raw_data/capture0403middle,8,0.6154,0.5412,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_005,REC_009,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/vdoframes,8,0.4444,0.4379,False,False,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_005,REC_039,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_173507,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,8,0.5714,0.4466,False,False,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_007,REC_015,data/pallet/raw_data/outside/capturepallet09,data/pallet/raw_data/outside/forklift_raw_20260528,8,0.6154,0.4323,False,True,day,day,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_007,REC_026,data/pallet/raw_data/outside/capturepallet09,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174126,8,0.5333,0.5203,False,True,day,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_008,REC_019,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/night/capturenight01,8,0.5714,0.3383,False,True,unknown,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_008,REC_031,challenge/data/01_real/_live_captures/forklift_v4_20260901/sessions/forklift_v4_174342,data/pallet/raw_data/capture03,8,0.4,0.6141,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_009,REC_014,data/pallet/raw_data/vdoframes,data/pallet/raw_data/real_data,8,0.381,0.625,False,False,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_009,REC_019,data/pallet/raw_data/vdoframes,data/pallet/raw_data/night/capturenight01,8,0.4444,0.3369,False,False,unknown,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_009,REC_024,data/pallet/raw_data/vdoframes,data/pallet/raw_data/night/capturenight02,8,0.5333,0.3256,False,False,unknown,night,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
REC_009,REC_039,data/pallet/raw_data/vdoframes,data/pallet/raw_data/wood/_annotate_pallet_20260618_183705,8,0.6154,0.3795,False,True,unknown,unknown,DISTINCT_RECORDING,POSSIBLE_SAME_SITE
