rec,light,roi_px,z_med,spread_p10_p90_cm,ring_minus_roi_cm
capturepallet11,day,8308,2.9630000591278076,463.1999969482422,92.50001907348633
capturepallet10,day,648,10.175000190734863,396.0000991821289,0.0
capturepallet11,day,66331,0.9440000653266907,43.400001525878906,678.3999919891357
capturepallet11,day,5724,3.5490002632141113,560.8000516891527,118.30000877380371
capturepallet11,day,13158,2.244000196456909,96.79999351501465,17.89999008178711
capturepallet11,day,3498,5.451000213623047,699.7000694274902,247.70002365112305
capturepallet11,day,30415,1.3480000495910645,56.09999895095825,17.799997329711914
capturepallet11,day,44380,1.3160001039505005,50.60000419616699,472.80001640319824
capturepallet10,day,1846,8.032999992370605,448.20008277893066,94.50006484985352
capturepallet11,day,29491,1.3420000076293945,59.00000333786011,11.200010776519775
capturepallet11,day,28280,1.6500000953674316,59.3999981880188,13.999998569488525
capturepallet01,day,1136,6.494000434875488,34.999990463256836,-13.500022888183594
capturepallet11,day,3325,4.963000297546387,513.4000301361084,230.4999828338623
capturepallet11,day,600,10.008000373840332,650.2800369262703,151.1000633239746
capturepallet11,day,37986,1.3450000286102295,50.80000162124634,-5.999994277954102
capturepallet11,day,71344,0.35100001096725464,28.200003504753113,-0.7999986410140991
capturepallet10,day,2370,6.937000274658203,534.2999935150146,24.499988555908203
capturepallet11,day,2596,5.087000370025635,768.8000679016113,201.20000839233398
capturepallet11,day,32130,1.2930001020431519,62.89999485015869,3.9999961853027344
capturepallet10,day,1080,8.25,299.3000030517578,11.300086975097656
capturepallet11,day,3460,5.218000411987305,631.1000823974609,271.00000381469727
capturepallet11,day,6264,3.745000123977661,493.7200593948344,95.09999752044678
capturepallet11,day,34425,1.3070000410079956,52.30000019073486,-0.8000016212463379
capturepallet10,day,1859,8.140000343322754,448.0999946594238,83.80002975463867
capturepallet11,day,5675,3.6120002269744873,382.8000068664551,123.30000400543213
capturepallet10,day,1419,8.140000343322754,361.1000061035156,83.80002975463867
capturepallet11,day,15652,2.2780001163482666,79.20000553131104,31.999993324279785
capturepallet11,day,552,6.1660003662109375,330.020017623902,-6.099987030029297
capturepallet11,day,3872,5.087000370025635,545.4000473022461,254.40001487731934
capturepallet11,day,584,7.728000164031982,454.3999671936035,20.000028610229492
capturepallet11,day,13148,2.432000160217285,249.5000123977661,74.7999906539917
capturepallet11,day,14433,2.2039999961853027,94.19999122619629,0.0
capturepallet11,day,560,7.728000164031982,454.20007705688477,20.000028610229492
capturepallet11,day,1968,5.174000263214111,499.4000434875488,99.20001029968262
capturepallet11,day,568,9.392000198364258,811.6000652313232,-309.80000495910645
capturepallet11,day,840,7.928000450134277,567.6000118255615,55.0999641418457
capturepallet10,day,1368,4.769000053405762,605.0000190734863,40.50002098083496
capturepallet11,day,3565,5.130000114440918,772.1000671386719,143.4000015258789
capturepallet11,day,12986,2.2120001316070557,60.50000190734863,16.299986839294434
capturepallet11,day,84800,0.4620000123977661,37.5,-0.2999991178512573
capturepallet11,day,9792,2.76200008392334,564.0999794006348,105.40001392364502
capturepallet11,day,670,7.728000164031982,524.7100830078131,9.89999771118164
capturepallet10,day,2988,5.550000190734863,520.9000110626221,217.7999973297119
capturepallet11,day,790,7.445000171661377,460.4999542236328,38.19999694824219
capturepallet11,day,5300,3.9640002250671387,630.8000087738037,196.29998207092285
capturepallet11,day,3180,5.6010003089904785,601.3999938964844,248.54998588562012
capturepallet10,day,3258,4.696000099182129,243.5999870300293,100.9000301361084
capturepallet11,day,43882,1.2960000038146973,42.50000715255737,362.7000331878662
capturepallet11,day,15621,2.180000066757202,60.50000190734863,46.30000591278076
capturepallet11,day,1148,7.728000164031982,623.0000495910645,99.30005073547363
capturepallet11,day,33654,1.4130001068115234,67.00000762939453,14.800000190734863
capturepallet10,day,2640,5.6010003089904785,420.9000587463379,222.59998321533203
capturepallet11,day,83835,0.35600000619888306,41.89999997615814,-1.3999998569488525
capturepallet11,day,37417,1.38100004196167,57.29999542236328,9.700000286102295
capturepallet11,day,2451,5.814000129699707,716.3000106811523,278.40003967285156
capturepallet10,day,1890,5.985000133514404,548.5000610351562,215.50002098083496
capturepallet11,day,19136,1.9760000705718994,60.80000400543213,37.199997901916504
capturepallet10,day,2624,6.859000205993652,507.7000617980957,161.9999885559082
capturepallet11,day,35604,0.687000036239624,47.600001096725464,-1.2000024318695068
capturepallet10,day,1691,5.956000328063965,478.20000648498535,167.50001907348633
capturepallet10,day,1404,8.25,435.09998321533203,59.800052642822266
capturepallet11,day,720,9.690000534057617,854.4000148773193,-336.35005950927734
capturepallet11,day,968,7.26800012588501,479.60004806518555,76.49998664855957
capturepallet10,day,3366,5.705000400543213,455.6000232696533,254.4999599456787
capturepallet10,day,1638,5.985000133514404,407.6000213623047,226.49998664855957
capturepallet11,day,1872,7.728000164031982,661.299991607666,211.80005073547363
capturepallet11,day,816,7.827000141143799,604.4000625610352,0.0
capturepallet11,day,567,8.848000526428223,629.200029373169,-70.80001831054688
capturepallet11,day,3380,5.087000370025635,575.6999969482422,254.40001487731934
capturepallet10,day,2640,6.294000148773193,469.4000244140625,34.20000076293945
capturepallet10,day,3384,5.500000476837158,482.2000265121458,168.1999683380127
capturepallet11,day,11500,2.1570000648498535,85.90002059936523,0.0
capturepallet01,day,552,21.051000595092773,1077.9400253295937,-498.6000061035156
capturepallet11,day,594,8.598000526428223,578.4000873565674,-56.50005340576172
capturepallet11,day,1456,7.928000450134277,648.900032043457,55.0999641418457
capturepallet10,day,2752,6.044000148773193,462.3000144958496,243.4999942779541
capturepallet11,day,648,7.26800012588501,472.49999046325684,46.000003814697266
capturepallet11,day,5328,3.81600022315979,297.30000495910645,131.3999891281128
capturepallet11,day,488,7.728000164031982,441.59998893737793,-19.099998474121094
capturepallet10,day,816,8.848000526428223,381.2000274658203,-12.69998550415039
capturepallet11,day,49392,0.6150000095367432,41.300004720687866,-0.5999982357025146
capturepallet11,day,2448,7.491000175476074,616.3000583648682,219.9000358581543
capturepallet11,day,6084,3.6560001373291016,319.0999984741211,151.80001258850098
capturepallet11,day,5336,3.7680001258850098,207.2000026702881,140.60001373291016
capturepallet11,day,31648,1.28000009059906,65.70000648498535,10.699999332427979
capturepallet11,day,29640,1.3270000219345093,55.09999990463257,12.300002574920654
capturepallet11,day,3021,5.309000015258789,555.0000190734863,261.9000434875488
capturepallet11,day,33915,1.28000009059906,53.000009059906006,1.3000011444091797
capturepallet11,day,79152,0.406000018119812,36.00000441074371,-2.399998903274536
capturepallet11,day,15211,2.253000020980835,106.1000108718872,76.90000534057617
capturepallet10,day,1632,8.25,433.7000846862793,86.20004653930664
capturepallet11,day,5512,3.9900002479553223,603.4000396728516,217.60001182556152
capturepallet10,day,2862,5.705000400543213,737.9000663757324,156.2999725341797
capturepallet10,day,1444,4.590000152587891,607.8000068664551,145.39999961853027
capturepallet10,day,752,8.25,307.1000099182129,11.300086975097656
capturepallet10,day,2941,6.426000118255615,627.60009765625,193.70007514953613
capturepallet11,day,97812,0.46400001645088196,38.50000500679016,377.5000333786011
capturepallet11,day,847,10.9010009765625,716.2000179290771,130.9000015258789
capturepallet11,day,2250,6.937000274658203,838.7000560760498,290.90003967285156
capturepallet11,day,5616,3.864000082015991,654.1000127792358,178.90002727508545
capturepallet11,day,11412,2.502000093460083,56.39998912811279,45.39999961853027
capturepallet11,day,14241,2.2280001640319824,81.1000108718872,-2.4000167846679688
capturepallet10,day,2100,6.044000148773193,498.0999946594238,209.60001945495605
capturepallet10,day,1232,10.347000122070312,462.5999450683594,55.40008544921875
capturepallet11,day,480,9.846000671386719,574.9200248718267,-59.600067138671875
capturepallet11,day,5512,3.634000062942505,403.84003639221504,82.200026512146
capturepallet10,day,1691,6.1660003662109375,429.20002937316895,137.0999813079834
capturepallet11,day,740,7.728000164031982,507.6000213623047,20.000028610229492
capturepallet11,day,5642,3.888000249862671,582.2000026702881,146.69997692108154
capturepallet11,day,10836,2.120000123977661,81.2000036239624,14.100003242492676
capturepallet11,day,1980,5.218000411987305,480.7000160217285,250.99997520446777
capturepallet11,day,30020,1.3300000429153442,58.30000638961792,19.200003147125244
capturepallet10,day,3402,5.500000476837158,545.4000473022461,232.69996643066406
capturepallet11,day,4968,3.939000129699707,335.80000400543213,106.5000057220459
capturepallet01,day,693,25.437000274658203,1647.39990234375,-799.4998931884766
capturepallet11,day,1425,7.3550004959106445,551.0400867462158,136.60001754760742
capturepallet11,day,2618,5.087000370025635,741.4000034332275,177.19998359680176
capturepallet11,day,747,8.421000480651855,503.100061416626,97.09997177124023
capturepallet11,day,10131,2.701000213623047,275.4999876022339,69.0999984741211
capturepallet11,day,3402,5.402000427246094,579.0999889373779,232.59997367858887
capturepallet11,day,30170,1.3390001058578491,52.60000228881836,-1.4999985694885254
capturepallet10,day,3667,5.045000076293945,554.9000263214111,197.20001220703125
capturepallet11,day,33283,1.3020000457763672,58.100008964538574,0.8000016212463379
capturepallet10,day,1608,8.598000526428223,473.60005378723145,65.19994735717773
capturepallet11,day,1020,6.636000156402588,472.39999771118164,109.20000076293945
capturepallet11,day,2628,5.500000476837158,597.7999687194824,242.7999973297119
capturepallet11,day,14001,2.2950000762939453,72.79999256134033,66.79999828338623
capturepallet10,day,1924,6.564000129699707,447.20001220703125,53.50003242492676
capturepallet11,day,18495,2.0350000858306885,509.10000801086426,72.69999980926514
capturepallet10,day,1862,5.087000370025635,607.8000068664551,147.69997596740723
capturepallet11,day,24544,1.7440000772476196,51.90000534057617,22.50000238418579
capturepallet10,day,936,10.710000038146973,426.79996490478516,-18.399906158447266
capturepallet11,day,12926,2.196000099182129,145.30000686645508,25.600004196166992
capturepallet11,day,9540,2.2039999961853027,84.50000286102295,-5.399990081787109
capturepallet11,day,670,10.347000122070312,696.1999893188477,95.80001831054688
capturepallet11,day,29013,1.6370000839233398,74.40000772476196,21.8999981880188
capturepallet11,day,702,7.928000450134277,556.7700386047362,32.199954986572266
capturepallet11,day,32480,1.4160000085830688,63.600003719329834,12.60000467300415
capturepallet11,day,780,6.709000110626221,287.3000144958496,92.20004081726074
capturepallet11,day,1778,8.25,727.2000789642334,285.00003814697266
capturepallet11,day,3840,5.402000427246094,748.0999946594238,252.60000228881836
capturepallet11,day,756,6.9770002365112305,413.100004196167,65.40002822875977
capturepallet11,day,5913,3.634000062942505,536.7000579833984,128.90002727508545
capturepallet11,day,5725,3.7920002937316895,378.50003242492676,66.40000343322754
capturepallet11,day,67089,0.3440000116825104,5.59999942779541,0.10000169277191162
capturepallet11,day,61846,0.36000001430511475,27.09999978542328,-0.6999999284744263
capturepallet11,day,75023,0.42900002002716064,39.000004529953,-3.200000524520874
capturepallet11,day,14637,2.3570001125335693,119.70000267028809,66.49999618530273
capturepallet11,day,36575,1.3720000982284546,51.100003719329834,-7.600009441375732
capturepallet10,day,848,7.928000450134277,245.49999237060547,92.00000762939453
capturepallet11,day,1188,10.710000038146973,706.3000202178955,103.00006866455078
capturepallet10,day,1280,8.032999992370605,361.1000061035156,107.9000473022461
capturepallet01,day,720,22.610000610351562,1030.6999206542969,-516.7999267578125
capturepallet11,day,5575,3.9900002479553223,664.6999835968018,294.7000026702881
capturepallet11,day,2907,5.87000036239624,744.1000938415527,226.99999809265137
capturepallet10,day,2608,6.044000148773193,500.100040435791,66.49999618530273
capturepallet11,day,45356,1.0230000019073486,59.20000672340393,-4.799997806549072
capturepallet11,day,2025,7.445000171661377,519.9999809265137,180.4999828338623
capturepallet11,day,78105,0.42600002884864807,39.900001883506775,-4.100000858306885
capturepallet11,day,10464,2.2039999961853027,71.30000591278076,-4.699993133544922
capturepallet11,day,12814,2.2200000286102295,103.90000343322754,31.300020217895508
capturepallet11,day,1504,7.445000171661377,673.30002784729,194.7000026702881
capturepallet11,day,50421,0.5920000076293945,40.70000648498535,-0.29999613761901855
capturepallet11,day,13254,2.2120001316070557,410.40003299713135,39.70000743865967
capturepallet11,day,924,7.445000171661377,487.1000289916992,91.80006980895996
capturepallet11,day,6300,3.7920002937316895,558.820052146914,83.29997062683105
capturepallet11,day,4071,5.26300048828125,684.8999977111816,123.09999465942383
capturepallet01,day,720,25.437000274658203,1417.6000595092773,-799.4998931884766
capturepallet11,day,5525,3.8400001525878906,532.2000503540039,226.5000343322754
capturepallet11,day,5425,4.043000221252441,599.0000247955322,218.5999870300293
capturepallet11,day,14952,2.312000036239624,337.7000093460083,68.09999942779541
capturepallet11,day,1946,7.631000518798828,604.4000625610352,148.09999465942383
capturepallet11,day,70928,0.34200000762939453,8.400002121925354,0.0
capturepallet11,day,36113,1.3940000534057617,53.730006217956515,9.89999771118164
capturepallet11,day,29183,1.3600000143051147,51.40000581741333,6.600010395050049
capturepallet11,day,2618,5.218000411987305,753.7000846862836,171.89998626708984
capturepallet11,day,10387,2.1730000972747803,79.80000972747803,3.900003433227539
capturepallet10,day,2822,6.294000148773193,540.6000137329102,190.09995460510254
capturepallet11,day,34692,1.2910000085830688,52.99999713897705,-1.099991798400879
capturepallet11,day,16848,46.96000289916992,2513.7001037597656,-2254.100227355957
capturepallet11,day,540,10.5260009765625,735.3000164031982,-279.80008125305176
capturepallet11,day,4560,4.522000312805176,721.2000131607056,233.69998931884766
capturepallet11,day,612,10.175000190734863,554.30006980896,134.40008163452148
capturepallet10,day,1140,10.347000122070312,514.8800849914564,27.099990844726562
capturepallet11,day,747,5.004000186920166,333.69998931884766,4.09998893737793
capturepallet11,day,7250,3.265000104904175,194.59998607635498,83.20000171661377
capturepallet11,day,11280,2.1730000972747803,100.69999694824219,4.2999982833862305
capturepallet11,day,600,11.629501342773438,701.2001037597656,108.84990692138672
capturepallet11,day,10621,2.127000093460083,78.10001373291016,3.8000106811523438
capturepallet11,day,37536,1.3940000534057617,52.799999713897705,15.49999713897705
capturepallet11,day,6048,3.8400001525878906,544.9000358581543,166.00003242492676
capturepallet11,day,3454,5.451000213623047,790.3000354766846,327.0000457763672
capturepallet11,day,8352,3.1150002479553223,400.3000020980835,95.49999237060547
capturepallet11,day,2583,5.004000186920166,657.8000068664551,149.00002479553223
capturepallet11,day,432,8.598000526428223,458.8600158691406,-56.50005340576172
capturepallet10,day,3423,4.807000160217285,580.2000284194946,89.80002403259277
capturepallet11,day,720,7.728000164031982,598.1000900268555,41.20001792907715
capturepallet11,day,774,7.182000160217285,467.7700328826912,85.09998321533203
capturepallet11,day,935,8.140000343322754,517.6000595092773,83.80002975463867
capturepallet10,day,1924,6.636000156402588,398.9999771118164,46.30002975463867
capturepallet10,day,2002,6.859000205993652,359.69996452331543,58.59999656677246
capturepallet11,day,946,6.294000148773193,408.8000297546387,26.999998092651367
capturepallet11,day,376,11.100000381469727,1076.7000675201416,-534.1000080108643
capturepallet11,day,126000,0.5139999985694885,40.60000479221344,1692.8001403808594
capturepallet11,day,3380,5.004000186920166,532.4000358581543,302.89998054504395
capturepallet11,day,3634,5.130000114440918,757.8000068664551,103.60002517700195
capturepallet11,day,660,10.436500549316406,680.7000637054443,66.34998321533203
capturepallet11,day,9494,2.196000099182129,76.40001773834229,-5.399990081787109
capturepallet11,day,675,7.445000171661377,441.59998893737793,38.19999694824219
capturepallet10,day,464,8.598000526428223,274.0000247955322,140.99998474121094
capturepallet11,day,3381,5.174000263214111,699.7000694274902,285.8999729156494
capturepallet11,day,30303,0.8280000686645508,52.50000357627869,-2.9000043869018555
capturepallet10,day,2688,6.229000091552734,484.30004119873047,191.10002517700195
capturepallet10,day,3006,5.6010003089904785,558.4000110626221,276.2000560760498
capturepallet11,day,1932,7.5370001792907715,557.4000358581543,215.30003547668457
capturepallet11,day,4845,0.6200000047683716,16.40000343322754,9.000003337860107
capturepallet11,day,552,9.846000671386719,602.9000759124756,0.0
capturepallet11,day,16086,2.1730000972747803,58.500003814697266,45.799994468688965
capturepallet11,day,1170,7.017000198364258,349.500036239624,42.799997329711914
