image_id,path,max_raw_logit,max_raw_conf,top1_level,top1_box_area_norm,top1_box_aspect,top5_logits,top5_conf,grad_mass_total,grad_share_top1,grad_share_top5,grad_share_top10,grad_share_top50,n_anchors
f00010_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00010_rgb.png,-6.653560638427734,0.0012877623084932566,P3,0.000350169375196856,5.179611791246455,"[-6.653560638427734, -7.253380298614502, -7.325099945068359, -7.34466552734375, -7.727029800415039]","[0.0012877623084932566, 0.0007072772132232785, 0.0006583601352758706, 0.0006456123664975166, 0.0004405571089591831]",0.008305550552904606,0.15504839809119,0.4502493940076589,0.5858744158034236,0.7521582432507137,8400
f00011_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00011_rgb.png,-6.159902095794678,0.0021080069709569216,P4,0.0006744625765850288,8.886117587818681,"[-6.159902095794678, -6.754104137420654, -7.528571128845215, -8.051909446716309, -8.285953521728516]","[0.0021080069709569216, 0.0011647258652374148, 0.0005372169543989003, 0.00031839177245274186, 0.0002519687404856086]",0.006872424855828285,0.30673408806633773,0.6373748002834991,0.751905420769974,0.8347085257093917,8400
f00012_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00012_rgb.png,-2.709289073944092,0.062427449971437454,P5,0.012297822301798078,1.4648823061030127,"[-2.709289073944092, -7.862010955810547, -8.749165534973145, -9.93748664855957, -9.952817916870117]","[0.062427449971437454, 0.0003849504282698035, 0.00015856846584938467, 4.832628110307269e-05, 4.759106377605349e-05]",0.06494763493537903,0.9611966630278519,0.9710420546960213,0.9727765717225085,0.9773112095227738,8400
f00013_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00013_rgb.png,-7.6403656005859375,0.00048042176058515906,P4,0.0009738096787623362,0.29887759466431424,"[-7.6403656005859375, -7.693460941314697, -8.07785701751709, -8.880230903625488, -9.104568481445312]","[0.00048042176058515906, 0.0004555902851279825, 0.0003102390910498798, 0.00013909269182477146, 0.00011114446533611044]",0.003921183757483959,0.12251957324576478,0.38164198298521806,0.45794323212453913,0.6261621095118469,8400
f00014_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00014_rgb.png,-4.6331467628479,0.009630464017391205,P5,0.10847133496804418,4.342651755742603,"[-4.6331467628479, -4.761110782623291, -5.094892501831055, -5.859297275543213, -7.009010314941406]","[0.009630464017391205, 0.008483514189720154, 0.00609064195305109, 0.002845129929482937, 0.000902886560652405]",0.03656064346432686,0.26341068167434994,0.7645554037003424,0.8538736784036719,0.9330913567551744,8400
f00015_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00015_rgb.png,-9.230286598205566,9.801553096622229e-05,P5,0.042700122954209975,1.3262738360512842,"[-9.230286598205566, -9.775626182556152, -9.949773788452148, -10.053590774536133, -10.106254577636719]","[9.801553096622229e-05, 5.681654147338122e-05, 4.773615000885911e-05, 4.302910383557901e-05, 4.08217529184185e-05]",0.0019463507924228907,0.05035861538824092,0.14715697254134302,0.2152932533270778,0.3994368750906901,8400
f00016_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00016_rgb.png,-8.991092681884766,0.00012449845962692052,P5,0.0454821940698821,0.9757902839113932,"[-8.991092681884766, -9.009730339050293, -9.02001953125, -9.174922943115234, -9.29211711883545]","[0.00012449845962692052, 0.00012219986820127815, 0.00012094913108740002, 0.00010359447333030403, 9.213927842210978e-05]",0.004315431695431471,0.02884959568673529,0.13055037816222792,0.19380443254408314,0.37504050524213095,8400
f00017_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00017_rgb.png,-9.919647216796875,4.919608909403905e-05,P5,0.023608154768567147,0.8368159856509331,"[-9.919647216796875, -9.977121353149414, -10.175400733947754, -10.189790725708008, -10.271430969238281]","[4.919608909403905e-05, 4.64484364783857e-05, 3.8094567571533844e-05, 3.755033321795054e-05, 3.460661901044659e-05]",0.0019882838241755962,0.024742991164471838,0.10355465129922735,0.16825501421961228,0.37811012301024377,8400
f00018_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00018_rgb.png,-4.284660339355469,0.013591039925813675,P4,0.007301240178903754,0.49653054676034936,"[-4.284660339355469, -5.657904624938965, -7.906968116760254, -7.976851463317871, -8.01250171661377]","[0.013591039925813675, 0.003477685386314988, 0.00036803362309001386, 0.0003432008670642972, 0.0003311851469334215]",0.02310015819966793,0.5883526774292416,0.7840269676917139,0.8116240033807988,0.8998840733077279,8400
f00019_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00019_rgb.png,-3.5657925605773926,0.027497097849845886,P4,0.007567050076149826,0.9005952145623128,"[-3.5657925605773926, -5.4306960105896, -5.933529853820801, -5.993130683898926, -6.572770118713379]","[0.027497097849845886, 0.004360944963991642, 0.002642115345224738, 0.002489624544978142, 0.0013959682546555996]",0.05176916345953941,0.5311481973498848,0.7414790253124506,0.8481088899009612,0.9341513896953365,8400
f00020_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00020_rgb.png,-3.610589027404785,0.026324216276407242,P5,0.006549163453017854,0.25066186830277337,"[-3.610589027404785, -6.593873023986816, -7.081033229827881, -7.0893330574035645, -7.8685784339904785]","[0.026324216276407242, 0.001366857555694878, 0.0008401973755098879, 0.0008332584984600544, 0.0003824315208476037]",0.034194961190223694,0.7698273476600205,0.8699223456663696,0.9016161100059483,0.9476485814575222,8400
f00021_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00021_rgb.png,-7.947461128234863,0.0003534336865413934,P5,0.2989585694797461,1.7151980607270034,"[-7.947461128234863, -9.109395980834961, -9.3983736038208, -10.036778450012207, -10.137121200561523]","[0.0003534336865413934, 0.00011060927499784157, 8.285185322165489e-05, 4.3758609535871074e-05, 3.9581023884238675e-05]",0.0037635155022144318,0.09391051699758775,0.1674589691426275,0.20898476359079485,0.36033887530054115,8400
f00022_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00022_rgb.png,-6.700771331787109,0.0012284518452361226,P5,0.01719554877884548,2.0765755604305545,"[-6.700771331787109, -7.028926372528076, -7.944436073303223, -8.226499557495117, -8.383407592773438]","[0.0012284518452361226, 0.0008850982994772494, 0.0003545040963217616, 0.0002673994458746165, 0.00022857726435177028]",0.006289528217166662,0.19531700992821394,0.4712644333435826,0.609777888077281,0.7430772480448348,8400
f00023_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00023_rgb.png,-1.4816722869873047,0.18517495691776276,P5,0.11546663700726185,1.5963301141974706,"[-1.4816722869873047, -7.5900115966796875, -8.994355201721191, -9.098020553588867, -9.252740859985352]","[0.18517495691776276, 0.0005052197957411408, 0.00012409299961291254, 0.00011187454219907522, 9.583940118318424e-05]",0.18870915472507477,0.9812717204289273,0.9857073448105926,0.9870816279490846,0.9904740637222337,8400
f00024_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00024_rgb.png,-7.994758605957031,0.00033711185096763074,P4,0.000735859919586801,13.332759948652118,"[-7.994758605957031, -8.522799491882324, -8.5477294921875, -8.729928016662598, -9.352646827697754]","[0.00033711185096763074, 0.00019884233188349754, 0.0001939474168466404, 0.0001616479567019269, 8.672801777720451e-05]",0.0029938826337456703,0.11260022258984395,0.326758811282199,0.41668123535419177,0.5827701446841762,8400
f00025_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00025_rgb.png,-8.811269760131836,0.0001490216818638146,P4,0.009436147978785812,1.4025566330436885,"[-8.811269760131836, -9.334567070007324, -9.647171974182129, -9.85318660736084, -9.993700981140137]","[0.0001490216818638146, 8.831016020849347e-05, 6.460384611273184e-05, 5.257661177893169e-05, 4.568472286337055e-05]",0.002410843735560775,0.06181308214451791,0.16599874016067417,0.22895172579638118,0.36488312563770614,8400
f00026_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00026_rgb.png,-8.04383659362793,0.000320971681503579,P4,0.0007351421805479675,4.238622065846691,"[-8.04383659362793, -8.08989143371582, -8.492305755615234, -8.812944412231445, -9.02440357208252]","[0.000320971681503579, 0.0003065290511585772, 0.00020499790844041854, 0.00014877236390020698, 0.00012042011076118797]",0.003559765638783574,0.09016652051657532,0.30948415002422974,0.402184546522985,0.5868798358462057,8400
f00027_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00027_rgb.png,-1.9995079040527344,0.11925459653139114,P4,0.003542698456594735,2.2374926675937905,"[-1.9995079040527344, -8.437125205993652, -8.501943588256836, -10.066973686218262, -10.934880256652832]","[0.11925459653139114, 0.00021662519429810345, 0.000203032061108388, 4.245711170369759e-05, 1.7825188479037024e-05]",0.12126865237951279,0.983391785027687,0.9873494162070084,0.9878748394224449,0.9891327340567815,8400
f00028_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00028_rgb.png,-6.603154182434082,0.0013542474480345845,P5,0.02064824656390556,1.4311276907246615,"[-6.603154182434082, -7.37174129486084, -7.961687088012695, -8.608150482177734, -8.766684532165527]","[0.0013542474480345845, 0.0006283772527240217, 0.000348443107213825, 0.00018257799092680216, 0.00015581512707285583]",0.00777678145095706,0.17413983620022166,0.3432603948466008,0.41082500409718004,0.5699198066454374,8400
f00029_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00029_rgb.png,-8.05660629272461,0.0003169003175571561,P5,0.07212885399565494,1.6002819205636256,"[-8.05660629272461, -8.41745662689209, -8.8233642578125, -8.845545768737793, -9.12497329711914]","[0.0003169003175571561, 0.0002209271478932351, 0.00014723044296260923, 0.00014400108193513006, 0.00010889981786021963]",0.0035154237411916256,0.09014569533792138,0.2668124525205267,0.34779082605507916,0.5812039900308836,8400
f00030_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00030_rgb.png,-8.102782249450684,0.00030260419589467347,P4,0.004704555348696431,1.3698796327713267,"[-8.102782249450684, -8.288515090942383, -8.753785133361816, -8.789802551269531, -8.799602508544922]","[0.00030260419589467347, 0.0002513242943678051, 0.00015783774142619222, 0.00015225484094116837, 0.0001507702691014856]",0.006512906868010759,0.04646223292105788,0.15581234818692297,0.23340032836275282,0.4367197443280636,8400
f00031_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00031_rgb.png,-7.854340076446533,0.0003879135474562645,P4,0.002073861777154775,2.0487109321139747,"[-7.854340076446533, -9.296961784362793, -9.332404136657715, -9.473678588867188, -9.524772644042969]","[0.0003879135474562645, 9.16940116439946e-05, 8.850135782267898e-05, 7.68422833061777e-05, 7.301499863388017e-05]",0.002874020952731371,0.13497241454958941,0.2498124365978587,0.34812460091384956,0.5285997631528506,8400
f00032_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00032_rgb.png,-7.903482437133789,0.00036931823706254363,P5,0.0523351147434073,0.7579214041090608,"[-7.903482437133789, -8.144871711730957, -8.684930801391602, -8.728365898132324, -9.216069221496582]","[0.00036931823706254363, 0.0002901356783695519, 0.0001690865319687873, 0.00016190062160603702, 9.941886673914269e-05]",0.004219924099743366,0.0875177440004202,0.25826530546936743,0.3429248225986177,0.5330476490413274,8400
f00033_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00033_rgb.png,-5.728751182556152,0.0032405992969870567,P5,0.08493305642947462,2.1932872814550017,"[-5.728751182556152, -8.821233749389648, -8.907477378845215, -9.190286636352539, -9.886765480041504]","[0.0032405992969870567, 0.00014754441508557647, 0.00013535458128899336, 0.00010201521217823029, 5.0840546464314684e-05]",0.005498974118381739,0.5893097925583097,0.668552692672181,0.6942342156043079,0.7601904215588219,8400
f00034_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00034_rgb.png,-8.660789489746094,0.00017321747145615518,P4,0.008675422230182903,1.3222310458645603,"[-8.660789489746094, -9.869134902954102, -9.956005096435547, -10.13302230834961, -10.329056739807129]","[0.00017321747145615518, 5.174479883862659e-05, 4.7439632908208296e-05, 3.974358696723357e-05, 3.2668820495018736e-05]",0.0024455690290778875,0.07082910741696283,0.14099552783563868,0.18608587699939041,0.3463031478899837,8400
f00035_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00035_rgb.png,-4.493978023529053,0.011052572168409824,P4,0.0011938273057495508,8.010544201080004,"[-4.493978023529053, -6.028383255004883, -8.168134689331055, -8.580672264099121, -9.329377174377441]","[0.011052572168409824, 0.002403595019131899, 0.0002834660408552736, 0.00018766352150123566, 8.876963693182915e-05]",0.016240086406469345,0.6805734829099775,0.8630537010126359,0.8832822179122658,0.919548379771139,8400
f00036_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00036_rgb.png,-6.709874629974365,0.0012173332506790757,P5,0.03989558964246385,5.342029880739686,"[-6.709874629974365, -7.185851573944092, -7.394969940185547, -7.4496331214904785, -7.468325138092041]","[0.0012173332506790757, 0.0007566509302705526, 0.0006139579927548766, 0.0005813168245367706, 0.0005705579533241689]",0.007109490688890219,0.17122650608170353,0.5260316102522251,0.6164224498878829,0.7503878005032253,8400
f00037_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00037_rgb.png,-9.696343421936035,6.150420813355595e-05,P5,0.02759395852524449,0.9569992207409279,"[-9.696343421936035, -9.752018928527832, -10.158802032470703, -10.232988357543945, -10.576662063598633]","[6.150420813355595e-05, 5.817370765726082e-05, 3.87321415473707e-05, 3.5962842957815155e-05, 2.550368481024634e-05]",0.0018614660948514938,0.033040735097816916,0.11812011378202403,0.16904645953388495,0.3486759618838725,8400
f00038_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00038_rgb.png,-6.407730579376221,0.0016460480401292443,P3,0.0018297217498957252,1.8085832676203297,"[-6.407730579376221, -6.434057235717773, -7.069804668426514, -7.297435283660889, -8.189065933227539]","[0.0016460480401292443, 0.0016033471329137683, 0.0008496766095049679, 0.00067681516520679, 0.0002775960601866245]",0.01234523393213749,0.1333346981659215,0.4093468764960665,0.495465989679527,0.6674410818557056,8400
f00039_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00039_rgb.png,-5.655076026916504,0.0034875015262514353,P4,0.005787300956390027,1.473955400382926,"[-5.655076026916504, -6.81682014465332, -7.953139305114746, -8.730329513549805, -8.903392791748047]","[0.0034875015262514353, 0.0010939998319372535, 0.0003514332347549498, 0.00016158308426383883, 0.00013590849994216114]",0.007668468169867992,0.45478463873071934,0.6820692486174627,0.7364131817577336,0.8152464398943157,8400
f00040_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00040_rgb.png,-6.642409324645996,0.0013021841878071427,P4,0.004585419118577079,9.735919947311206,"[-6.642409324645996, -6.710606098175049, -7.114593982696533, -7.597879886627197, -8.00940990447998]","[0.0013021841878071427, 0.0012164441868662834, 0.000812490121461451, 0.0005012621986679733, 0.0003322103584650904]",0.006913745775818825,0.18834713193557068,0.60236391400481,0.6649699780887329,0.7913683940547267,8400
f00041_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00041_rgb.png,-9.711122512817383,6.060197119950317e-05,P5,0.0828453705877223,2.5150364438045534,"[-9.711122512817383, -9.857499122619629, -9.9348783493042, -10.02509880065918, -10.066834449768066]","[6.060197119950317e-05, 5.235037315287627e-05, 4.845249350182712e-05, 4.427266321727075e-05, 4.246301978128031e-05]",0.002203144831582904,0.027507030101131473,0.11263013959937374,0.1719445761054105,0.3455056758646162,8400
f00042_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00042_rgb.png,-1.5623831748962402,0.173304945230484,P4,0.003997682517001522,1.8066093535703098,"[-1.5623831748962402, -8.510688781738281, -8.842177391052246, -9.092818260192871, -9.161840438842773]","[0.173304945230484, 0.0002012646000366658, 0.00014448686852119863, 0.00011245799396419898, 0.00010495851165615022]",0.1764015555381775,0.9824456745959743,0.9856382455709983,0.9872952671153195,0.9905919932475696,8400
f00043_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00043_rgb.png,-5.994307518005371,0.002486703684553504,P4,0.0021503043135498957,1.3621264890632012,"[-5.994307518005371, -8.10334587097168, -8.671334266662598, -8.946488380432129, -9.739845275878906]","[0.002486703684553504, 0.00030243376386351883, 0.00017140083946287632, 0.00013017660239711404, 5.8886176702799276e-05]",0.006031800992786884,0.4122655385227767,0.5221659229376168,0.5545947972368823,0.6696769924082044,8400
f00044_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00044_rgb.png,-7.8447089195251465,0.00039166619535535574,P3,0.0005526450771321834,12.452701348526928,"[-7.8447089195251465, -7.926775932312012, -8.009968757629395, -8.47227668762207, -8.59715461730957]","[0.00039166619535535574, 0.0003608180268201977, 0.00033202479244209826, 0.00020914434571750462, 0.00018459629791323096]",0.0067591131664812565,0.057946388188563826,0.21870466139192432,0.30722940995522935,0.5567912278846455,8400
f00045_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00045_rgb.png,-5.695485591888428,0.0033498452976346016,P4,0.0066975296202258505,7.207738453717101,"[-5.695485591888428, -6.224607467651367, -6.630582809448242, -7.076925277709961, -7.2001543045043945]","[0.0033498452976346016, 0.0019761878065764904, 0.0013176554348319769, 0.0008436530479229987, 0.0007459138287231326]",0.01647164300084114,0.20337044079109404,0.4998442296440656,0.6534245278772961,0.8219768168477598,8400
f00046_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00046_rgb.png,-7.715586185455322,0.00044562536641024053,P5,0.03120300989088264,1.0164201757926303,"[-7.715586185455322, -7.840209007263184, -8.293100357055664, -8.30572509765625, -8.825017929077148]","[0.00044562536641024053, 0.0003934319247491658, 0.0002501748385839164, 0.0002470370673108846, 0.0001469872222514823]",0.006189620587974787,0.07199558681771268,0.2396360878473085,0.3292699826641506,0.5911414057769162,8400
f00047_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00047_rgb.png,-8.52396011352539,0.00019861174223478884,P4,0.005303808450015594,1.7489572446494117,"[-8.52396011352539, -8.570090293884277, -9.329858779907227, -9.656630516052246, -9.990178108215332]","[0.00019861174223478884, 0.0001896595349535346, 8.872689068084583e-05, 6.399570702342317e-05, 4.5845936256228015e-05]",0.0030515259131789207,0.06508604150370313,0.19231027916244856,0.24588319012888857,0.3984107450181609,8400
f00048_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00048_rgb.png,-5.743800163269043,0.0031923511996865273,P5,0.017529493795227325,0.28387645677335566,"[-5.743800163269043, -6.4614338874816895, -6.508824348449707, -6.6048383712768555, -6.65220832824707]","[0.0031923511996865273, 0.0015601158374920487, 0.0014880131930112839, 0.001351971528492868, 0.0012895026011392474]",0.022193927317857742,0.14383894990580998,0.4001975111944551,0.5799504065118435,0.774868710530702,8400
f00049_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00049_rgb.png,-6.796947479248047,0.0011159334098920226,P4,0.006244760782235517,1.9045084775966779,"[-6.796947479248047, -7.448636054992676, -7.521003723144531, -7.986144542694092, -8.311084747314453]","[0.0011159334098920226, 0.000581896398216486, 0.000541295506991446, 0.0003400272980798036, 0.0002457168884575367]",0.005876703653484583,0.18989104703796517,0.4806894543437565,0.5504731133804143,0.7112327334317211,8400
f00050_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00050_rgb.png,-7.482025146484375,0.0005627989303320646,P4,0.00048802258985233496,1.2002213383402462,"[-7.482025146484375, -8.886308670043945, -8.898168563842773, -8.931004524230957, -9.379018783569336]","[0.0005627989303320646, 0.00013825000496581197, 0.00013662027777172625, 0.00013220765686128289, 8.447091386187822e-05]",0.004107077606022358,0.13703148182708114,0.2567148290646065,0.33395917314993556,0.5130328841134155,8400
f00051_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00051_rgb.png,-6.324619293212891,0.0017884440021589398,P5,0.020318507275128468,1.3522045777854368,"[-6.324619293212891, -6.722901344299316, -7.557839870452881, -8.138592720031738, -9.048757553100586]","[0.0017884440021589398, 0.0012015971587970853, 0.0005217292928136885, 0.0002919626422226429, 0.00011752315913327038]",0.00622215773910284,0.28743147910242656,0.6302084526083032,0.674858340626413,0.7543491676609054,8400
f00052_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00052_rgb.png,-9.588969230651855,6.847528129583225e-05,P4,0.00990882765456945,1.473948395193694,"[-9.588969230651855, -10.351600646972656, -10.588768005371094, -10.60367488861084, -10.645533561706543]","[6.847528129583225e-05, 3.194059900124557e-05, 2.519680856494233e-05, 2.482399759173859e-05, 2.3806371245882474e-05]",0.001893442589789629,0.03616443491082568,0.0920244755648912,0.12756793948408526,0.25143906550615486,8400
f00053_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00053_rgb.png,-6.204916477203369,0.0020154074300080538,P4,0.009914392952986191,1.2651884582422774,"[-6.204916477203369, -8.930624008178711, -9.647035598754883, -10.074965476989746, -10.13180160522461]","[0.0020154074300080538, 0.00013225796283222735, 6.461265729740262e-05, 4.2119165300391614e-05, 3.979212851845659e-05]",0.004087021574378014,0.4931237560973164,0.5613352547599287,0.5910247365444309,0.6629141082206159,8400
f00054_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00054_rgb.png,-0.08887958526611328,0.47779473662376404,P5,0.013037925213429844,1.060820285012826,"[-0.08887958526611328, -4.121172904968262, -7.577068328857422, -7.813182353973389, -8.151021957397461]","[0.47779473662376404, 0.01596640981733799, 0.0005117981345392764, 0.00040420572622679174, 0.00028835725970566273]",0.49972280859947205,0.9561195294704201,0.9904801521238628,0.9928737711277759,0.9960220456747306,8400
