arm,frame_id,domain,session,object_type,detection_count,confidence,expected_parity,selected_parity,parity_correct,paper_eligible,gt_used_for_parity,gt_used_for_selection,keypoint_source,pnp_solved,pose_valid,restricted_adds_error_m,restricted_adds_normalized,rotation_error_deg,translation_error_m,yaw_error_deg
A2_BEST_OF_TWO_ORACLE,1778653345465966336,DAY,eval_outside,plastic_standard_110x130x11,11,0.5228400826454163,long-face-front,long-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.14931943119767316,0.08750103392266478,3.6857401550537485,0.1447023254702865,3.6648349107955656
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653345465966336,DAY,eval_outside,plastic_standard_110x130x11,11,0.5228400826454163,long-face-front,long-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,1.0632326206786718e-10,6.230532279923256e-11,0.0,2.4814543310695505e-11,5.189397049750354e-09
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653345465966336,DAY,eval_outside,plastic_standard_110x130x11,11,0.5228400826454163,long-face-front,long-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.800174124332781,1.0549001952158563,87.0038892577502,1.592479338665212,87.00378716847534
A0_CURRENT_SELECTOR,1778653364045039360,DAY,eval_outside,plastic_standard_110x130x11,3,0.6397290229797363,short-face-front,long-face-front,False,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.1677305977757397,0.6842889356660024,85.77304639955484,0.2186048380528278,85.77195174658131
A1_GT_PARITY_ORACLE,1778653364045039360,DAY,eval_outside,plastic_standard_110x130x11,3,0.6397290229797363,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.10820658203022904,0.06340894637047227,6.577060562859108,0.06872726814224878,6.519596927171861
A2_BEST_OF_TWO_ORACLE,1778653364045039360,DAY,eval_outside,plastic_standard_110x130x11,3,0.6397290229797363,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.10820658203022904,0.06340894637047227,6.577060562859108,0.06872726814224878,6.519596927171861
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653364045039360,DAY,eval_outside,plastic_standard_110x130x11,3,0.6397290229797363,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,4.949213195637212e-10,2.9002338694195365e-10,0.0,4.602661313253486e-10,1.6444757220917513e-08
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653364045039360,DAY,eval_outside,plastic_standard_110x130x11,3,0.6397290229797363,short-face-front,long-face-front,False,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.7742661597504706,0.45371917751152707,3.786440096309181,0.7730784358676855,3.522866598942234
A0_CURRENT_SELECTOR,1778653367706938112,DAY,eval_outside,plastic_standard_110x130x11,6,0.7129324078559875,short-face-front,long-face-front,False,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.1348223080056432,0.6650047115270948,83.12831237271207,0.1613362138121469,83.12824360469477
A1_GT_PARITY_ORACLE,1778653367706938112,DAY,eval_outside,plastic_standard_110x130x11,6,0.7129324078559875,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.1463812124375793,0.0857792407351537,9.035546826780251,0.08594390474161906,8.987112649987393
A2_BEST_OF_TWO_ORACLE,1778653367706938112,DAY,eval_outside,plastic_standard_110x130x11,6,0.7129324078559875,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.1463812124375793,0.0857792407351537,9.035546826780251,0.08594390474161906,8.987112649987393
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653367706938112,DAY,eval_outside,plastic_standard_110x130x11,6,0.7129324078559875,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,1.0158596464619919e-10,5.95292713565615e-11,0.0,7.434752637792088e-11,3.913989604088021e-09
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653367706938112,DAY,eval_outside,plastic_standard_110x130x11,6,0.7129324078559875,short-face-front,long-face-front,False,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.72395768203613,0.42423846103831336,6.207492681898559,0.7205154767544213,6.1983006380222045
A0_CURRENT_SELECTOR,1778653378457989888,DAY,eval_outside,plastic_standard_110x130x11,6,0.8455380797386169,short-face-front,long-face-front,False,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.1313900238416328,0.6629933965183354,82.95566284521685,0.13415368468703756,82.95561113957822
A1_GT_PARITY_ORACLE,1778653378457989888,DAY,eval_outside,plastic_standard_110x130x11,6,0.8455380797386169,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.12609783263967345,0.07389320092421106,7.956662139169311,0.06444117145309157,7.93254498294535
A2_BEST_OF_TWO_ORACLE,1778653378457989888,DAY,eval_outside,plastic_standard_110x130x11,6,0.8455380797386169,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.12609783263967345,0.07389320092421106,7.956662139169311,0.06444117145309157,7.93254498294535
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653378457989888,DAY,eval_outside,plastic_standard_110x130x11,6,0.8455380797386169,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,4.851174160905088e-10,2.8427830953639855e-10,0.0,4.485625583203374e-10,4.29605967966118e-09
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653378457989888,DAY,eval_outside,plastic_standard_110x130x11,6,0.8455380797386169,short-face-front,long-face-front,False,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.6820597600907833,0.3996863216414277,7.1241666615993084,0.6772053750025948,7.073999329209897
A0_CURRENT_SELECTOR,1778653455932024064,DAY,eval_outside,plastic_standard_110x130x11,3,0.8768384456634521,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.07501044819050084,0.043956045901235544,1.697349247178426,0.07249286143479154,1.428055315489096
A1_GT_PARITY_ORACLE,1778653455932024064,DAY,eval_outside,plastic_standard_110x130x11,3,0.8768384456634521,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.07501044819050084,0.043956045901235544,1.697349247178426,0.07249286143479154,1.428055315489096
A2_BEST_OF_TWO_ORACLE,1778653455932024064,DAY,eval_outside,plastic_standard_110x130x11,3,0.8768384456634521,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.07501044819050084,0.043956045901235544,1.697349247178426,0.07249286143479154,1.428055315489096
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653455932024064,DAY,eval_outside,plastic_standard_110x130x11,3,0.8768384456634521,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,2.2344377619275388e-10,1.3093782425789972e-10,0.0,4.802787175183684e-11,1.4606409187913353e-08
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653455932024064,DAY,eval_outside,plastic_standard_110x130x11,3,0.8768384456634521,short-face-front,long-face-front,False,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.8439199188261178,0.49453620907154483,1.2148306670726112,0.8438135062704373,0.8591132851809002
A0_CURRENT_SELECTOR,1778653498432396288,DAY,eval_outside,plastic_standard_110x130x11,5,0.9170090556144714,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.20558518567329737,0.12047270848348136,4.554617718195992,0.1994787417407131,4.389437928751344
A1_GT_PARITY_ORACLE,1778653498432396288,DAY,eval_outside,plastic_standard_110x130x11,5,0.9170090556144714,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.20558518567329737,0.12047270848348136,4.554617718195992,0.1994787417407131,4.389437928751344
A2_BEST_OF_TWO_ORACLE,1778653498432396288,DAY,eval_outside,plastic_standard_110x130x11,5,0.9170090556144714,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.20558518567329737,0.12047270848348136,4.554617718195992,0.1994787417407131,4.389437928751344
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653498432396288,DAY,eval_outside,plastic_standard_110x130x11,5,0.9170090556144714,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,6.358094038388384e-10,3.7258366019357307e-10,0.0,3.877200783167485e-10,2.390103969251974e-08
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653498432396288,DAY,eval_outside,plastic_standard_110x130x11,5,0.9170090556144714,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,2.589896714616043,1.5176768252071124,88.6503211519724,2.451172484426805,88.63422117388164
A0_CURRENT_SELECTOR,1778653508779767808,DAY,eval_outside,plastic_standard_110x130x11,9,0.797947347164154,short-face-front,long-face-front,False,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.9506636595094853,0.5570879319092957,67.68000699749383,0.10068623379634198,67.66958660159553
A1_GT_PARITY_ORACLE,1778653508779767808,DAY,eval_outside,plastic_standard_110x130x11,9,0.797947347164154,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.8103582490280716,0.47486910490469025,23.66169446659197,0.7621024463326393,23.6448058018235
A2_BEST_OF_TWO_ORACLE,1778653508779767808,DAY,eval_outside,plastic_standard_110x130x11,9,0.797947347164154,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.8103582490280716,0.47486910490469025,23.66169446659197,0.7621024463326393,23.6448058018235
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653508779767808,DAY,eval_outside,plastic_standard_110x130x11,9,0.797947347164154,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,3.155760362210125e-05,1.8492723437982935e-05,0.0005218436060071045,3.111158761604213e-05,0.0004322286730832277
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653508779767808,DAY,eval_outside,plastic_standard_110x130x11,9,0.797947347164154,short-face-front,long-face-front,False,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,2.214816681840063,1.2978803097208098,21.708914751293804,2.2013854151635632,21.670685190384003
A0_CURRENT_SELECTOR,1778653522084302848,DAY,eval_outside,plastic_standard_110x130x11,8,0.7598097920417786,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.18417632762855557,0.10792713957129776,1.7879714214722218,0.1830749308511664,1.1045729195667222
A1_GT_PARITY_ORACLE,1778653522084302848,DAY,eval_outside,plastic_standard_110x130x11,8,0.7598097920417786,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.18417632762855557,0.10792713957129776,1.7879714214722218,0.1830749308511664,1.1045729195667222
A2_BEST_OF_TWO_ORACLE,1778653522084302848,DAY,eval_outside,plastic_standard_110x130x11,8,0.7598097920417786,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.18417632762855557,0.10792713957129776,1.7879714214722218,0.1830749308511664,1.1045729195667222
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653522084302848,DAY,eval_outside,plastic_standard_110x130x11,8,0.7598097920417786,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,9.888477560952375e-12,5.794637734448364e-12,0.0,4.664457741171878e-12,5.181729447710531e-10
