epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,1196.05,0.67075,1.19084,0.54799,1.01018,0.93158,0.91049,0.9312,0.77998,0.93158,0.91049,0.9312,0.7183,0.74249,0.99954,0.68128,1.09748,0.00136392,0.00136392,0.00136392
25,1236.19,0.69421,1.18629,0.55995,1.02194,0.93478,0.91632,0.93042,0.76193,0.93478,0.91632,0.93042,0.74992,0.78748,1.09789,0.6738,1.07257,0.00136109,0.00136109,0.00136109
26,1278.4,0.68541,1.162,0.55406,1.01461,0.93432,0.9007,0.93465,0.82283,0.93432,0.9007,0.93465,0.76308,0.64509,1.06501,0.62169,1.05341,0.00135826,0.00135826,0.00135826
27,1315.63,0.67824,1.16692,0.54512,1.01349,0.91765,0.88426,0.92766,0.77222,0.91765,0.88426,0.92098,0.74741,0.67925,1.17795,0.64561,1.0472,0.00135544,0.00135544,0.00135544
28,1352.43,0.67218,1.16216,0.53232,1.01172,0.90618,0.87848,0.91613,0.76512,0.90618,0.87848,0.91613,0.72454,0.74119,0.88771,0.58527,1.03015,0.00135261,0.00135261,0.00135261
29,1389.16,0.67686,1.13601,0.55235,1.01307,0.94315,0.79683,0.91114,0.7472,0.94315,0.79683,0.91114,0.73417,0.73029,0.85521,0.66529,1.06889,0.00134978,0.00134978,0.00134978
30,1426.12,0.67273,1.17489,0.53382,1.01305,0.83622,0.90208,0.918,0.78033,0.83622,0.90208,0.918,0.74976,0.65505,0.82469,0.63172,1.04287,0.00134695,0.00134695,0.00134695
31,1462.95,0.6645,1.15143,0.54265,1.00607,0.89321,0.86546,0.92661,0.77902,0.89321,0.86546,0.92571,0.74129,0.63586,0.82806,0.54579,1.03571,0.00134412,0.00134412,0.00134412
32,1499.8,0.66445,1.16722,0.53185,1.00162,0.82707,0.93729,0.91796,0.78812,0.82707,0.93729,0.91796,0.74597,0.66546,0.80561,0.58469,1.08915,0.00134129,0.00134129,0.00134129
33,1536.58,0.66988,1.22441,0.54932,1.02345,0.88793,0.91223,0.92524,0.78129,0.88793,0.91223,0.92524,0.7391,0.65025,0.77597,0.61854,1.00651,0.00133846,0.00133846,0.00133846
34,1573.41,0.64036,1.10553,0.50806,0.99795,0.90408,0.86056,0.92519,0.80652,0.90059,0.85291,0.93228,0.77442,0.61267,0.71179,0.486,1.00792,0.00133563,0.00133563,0.00133563
35,1610.19,0.64311,1.13524,0.51765,1.00037,0.90758,0.90019,0.94952,0.80361,0.90758,0.90019,0.94952,0.78852,0.67674,0.8517,0.60921,1.06113,0.0013328,0.0013328,0.0013328
36,1647.22,0.65238,1.12534,0.51067,1.00288,0.8995,0.89367,0.94564,0.81498,0.8995,0.89367,0.94564,0.7842,0.64225,1.00104,0.57225,1.02159,0.00132997,0.00132997,0.00132997
37,1684.11,0.66134,1.13116,0.5219,1.00564,0.86851,0.87651,0.92371,0.78391,0.86851,0.87651,0.92371,0.74929,0.61378,0.84167,0.63392,1.02254,0.00132714,0.00132714,0.00132714
38,1720.88,0.64732,1.11132,0.51018,1.0029,0.97036,0.90512,0.94184,0.8121,0.97036,0.90512,0.94184,0.7464,0.65788,0.86712,0.59411,1.05291,0.00132431,0.00132431,0.00132431
39,1757.62,0.63307,1.10693,0.49288,0.99209,0.89339,0.89266,0.94379,0.83036,0.89339,0.89266,0.94379,0.77649,0.59898,0.78572,0.49882,0.998,0.00132148,0.00132148,0.00132148
40,1794.46,0.63453,1.0698,0.48372,0.99647,0.90796,0.91775,0.9247,0.79282,0.90796,0.91775,0.9247,0.76671,0.59335,0.76196,0.63313,1.00085,0.00131865,0.00131865,0.00131865
41,1831.19,0.62101,1.05495,0.47948,0.98554,0.90662,0.92198,0.95004,0.82343,0.90662,0.92198,0.95004,0.77994,0.63441,0.88072,0.56503,0.99885,0.00131582,0.00131582,0.00131582
42,1868.19,0.63948,1.12143,0.50106,0.99899,0.87711,0.97259,0.96009,0.82739,0.87711,0.97259,0.96009,0.78379,0.61061,0.71807,0.5348,0.98472,0.00131299,0.00131299,0.00131299
43,1905.11,0.62526,1.09752,0.49257,0.99167,0.90291,0.8993,0.96386,0.80901,0.90291,0.8993,0.96386,0.79747,0.62154,0.74958,0.48794,1.00246,0.00131016,0.00131016,0.00131016
44,1941.96,0.61963,1.04722,0.47501,0.98228,0.94397,0.92168,0.94828,0.80908,0.94397,0.92168,0.94828,0.76678,0.62903,0.73651,0.56108,0.99678,0.00130733,0.00130733,0.00130733
45,1978.82,0.60074,1.0627,0.47424,0.97624,0.91124,0.92066,0.93044,0.81222,0.91611,0.91962,0.9371,0.76395,0.54871,0.80443,0.53336,0.97576,0.00130451,0.00130451,0.00130451
46,2015.69,0.60069,1.08906,0.47298,0.9781,0.91247,0.93188,0.9326,0.8057,0.91247,0.93188,0.9326,0.76697,0.57203,0.74086,0.51934,0.98543,0.00130168,0.00130168,0.00130168
47,2052.53,0.60003,1.03492,0.4652,0.98124,0.87485,0.88617,0.95038,0.84043,0.87485,0.88617,0.95038,0.79292,0.57512,0.81751,0.55826,0.96929,0.00129885,0.00129885,0.00129885
48,2089.49,0.60022,1.05577,0.46884,0.97775,0.89947,0.9776,0.94941,0.81145,0.89947,0.9776,0.94941,0.77645,0.61712,0.79942,0.50914,0.97635,0.00129602,0.00129602,0.00129602
49,2126.34,0.60718,1.06255,0.4737,0.97833,0.92604,0.92719,0.94429,0.81913,0.92604,0.92719,0.94429,0.77883,0.55795,0.70892,0.49652,1.00047,0.00129319,0.00129319,0.00129319
50,2163.12,0.58814,1.02094,0.46614,0.97607,0.95843,0.90877,0.94048,0.81434,0.95843,0.90877,0.94048,0.77968,0.59739,0.73462,0.57638,0.97938,0.00129036,0.00129036,0.00129036
51,2199.96,0.62058,1.04831,0.47258,0.98161,0.8323,0.9197,0.93662,0.81235,0.8323,0.9197,0.93662,0.77255,0.556,0.67854,0.49706,0.99112,0.00128753,0.00128753,0.00128753
52,2236.76,0.59919,1.01087,0.46215,0.974,0.97073,0.92158,0.94031,0.81135,0.97073,0.92158,0.94031,0.79103,0.55628,0.68379,0.50582,0.97203,0.0012847,0.0012847,0.0012847
53,2273.57,0.5879,1.04187,0.46258,0.96879,0.97057,0.92533,0.93894,0.79658,0.97057,0.92533,0.93894,0.78043,0.60935,0.75927,0.49812,1.03548,0.00128187,0.00128187,0.00128187
54,2310.64,0.58789,1.03825,0.44854,0.97546,0.91696,0.91394,0.93521,0.81728,0.91696,0.91394,0.93521,0.7841,0.51346,0.8475,0.46851,0.97407,0.00127904,0.00127904,0.00127904
55,2347.4,0.59655,1.0558,0.45772,0.96954,0.9061,0.93188,0.9397,0.81874,0.9061,0.93188,0.94685,0.77631,0.60486,0.78319,0.50317,0.97311,0.00127621,0.00127621,0.00127621
56,2384.22,0.60215,1.0458,0.45899,0.97297,0.97677,0.89949,0.94653,0.80325,0.97677,0.89949,0.94653,0.77129,0.59703,0.82431,0.54259,0.9767,0.00127338,0.00127338,0.00127338
57,2421.16,0.61207,1.12046,0.47734,0.98407,0.96483,0.92397,0.95429,0.82698,0.96483,0.92397,0.95429,0.7967,0.59123,0.75224,0.48055,0.97246,0.00127055,0.00127055,0.00127055
58,2458,0.59859,1.04451,0.46132,0.97446,0.97009,0.90371,0.95924,0.84513,0.97009,0.90371,0.95924,0.79657,0.57036,0.67838,0.51304,0.96271,0.00126772,0.00126772,0.00126772
59,2494.96,0.58774,1.0274,0.44143,0.96683,0.91797,0.92249,0.96133,0.82702,0.91797,0.92249,0.96067,0.79992,0.5762,0.65732,0.4925,0.95602,0.00126489,0.00126489,0.00126489
60,2531.86,0.58824,1.03039,0.4387,0.97399,0.89511,0.98889,0.97155,0.85191,0.89511,0.98889,0.97155,0.81139,0.57518,0.67803,0.45823,0.95261,0.00126206,0.00126206,0.00126206
61,2568.94,0.56301,0.96983,0.42441,0.95865,0.8505,0.8721,0.92717,0.83221,0.81282,0.92632,0.92778,0.77642,0.51453,0.73946,0.47728,0.93051,0.00125923,0.00125923,0.00125923
62,2605.84,0.57645,0.96845,0.43701,0.96492,0.96572,0.91844,0.95509,0.84416,0.96572,0.91844,0.95509,0.81138,0.53922,0.72608,0.47088,0.94602,0.00125641,0.00125641,0.00125641
63,2642.66,0.58362,0.98069,0.44019,0.96623,0.93832,0.93188,0.96958,0.85267,0.93832,0.93188,0.96958,0.8141,0.56045,0.65556,0.46311,0.96341,0.00125358,0.00125358,0.00125358
64,2679.61,0.57242,1.04224,0.43993,0.96403,0.91075,0.9748,0.976,0.87197,0.91075,0.9748,0.976,0.82549,0.53839,0.74912,0.44903,0.95679,0.00125075,0.00125075,0.00125075
65,2716.57,0.5793,1.02939,0.44438,0.96494,0.91395,0.98889,0.97591,0.87101,0.91395,0.98889,0.97591,0.81379,0.59086,0.82313,0.47825,0.95485,0.00124792,0.00124792,0.00124792
66,2753.47,0.58748,1.01108,0.43916,0.97227,0.97678,0.90704,0.9682,0.84837,0.97678,0.90704,0.9682,0.80697,0.55924,0.74207,0.46893,0.9596,0.00124509,0.00124509,0.00124509
67,2790.31,0.55496,1.00466,0.41979,0.956,0.97859,0.9716,0.98448,0.86462,0.97859,0.9716,0.98448,0.81139,0.57945,0.73823,0.4247,0.97746,0.00124226,0.00124226,0.00124226
68,2827.18,0.58171,1.03314,0.44032,0.96617,0.93054,0.94994,0.96298,0.84234,0.93054,0.94994,0.96298,0.81191,0.58732,0.65819,0.46121,1.00394,0.00123943,0.00123943,0.00123943
69,2863.91,0.57778,1.00395,0.44001,0.96774,0.89311,0.90247,0.95954,0.84156,0.89311,0.90247,0.95954,0.81562,0.539,0.73297,0.47736,0.96577,0.0012366,0.0012366,0.0012366
70,2900.73,0.57406,0.99985,0.43287,0.96447,0.96677,0.92724,0.94264,0.85203,0.96677,0.92724,0.94264,0.80226,0.60552,0.69461,0.48456,1.00125,0.00123377,0.00123377,0.00123377
71,2937.57,0.57048,1.02003,0.42936,0.96316,0.9328,0.9509,0.96831,0.82285,0.9328,0.9509,0.96831,0.81009,0.63409,0.70794,0.4707,0.99974,0.00123094,0.00123094,0.00123094
72,2974.43,0.56561,0.95307,0.41994,0.95652,0.9021,0.9795,0.96551,0.84902,0.9021,0.9795,0.96551,0.81937,0.55779,0.60656,0.44444,0.97474,0.00122811,0.00122811,0.00122811
73,3011.24,0.55575,0.96235,0.41801,0.95672,0.96455,0.92719,0.97152,0.87339,0.96455,0.92719,0.97152,0.80687,0.57259,0.71553,0.50667,0.96123,0.00122528,0.00122528,0.00122528
74,3048.1,0.56696,0.98841,0.42791,0.95362,0.93643,0.95677,0.97639,0.84636,0.93643,0.95677,0.97639,0.78223,0.60385,0.67334,0.514,0.9968,0.00122245,0.00122245,0.00122245
75,3086.24,0.55472,0.9629,0.41864,0.95562,0.96575,0.90052,0.96219,0.85557,0.96575,0.90052,0.96219,0.80297,0.55869,0.7921,0.47447,0.97081,0.00121962,0.00121962,0.00121962
76,3164.02,0.55465,0.95857,0.40988,0.94964,0.97257,0.89332,0.96836,0.85564,0.97257,0.89332,0.96836,0.81465,0.59951,0.73752,0.49585,0.96957,0.00121679,0.00121679,0.00121679
77,3248.94,0.56494,0.96218,0.42245,0.96174,0.96894,0.89799,0.96006,0.84438,0.96894,0.89799,0.96006,0.80441,0.57952,0.89737,0.49236,1.0002,0.00121396,0.00121396,0.00121396
78,3332.48,0.55161,0.96212,0.40894,0.95265,0.97648,0.91487,0.97364,0.86271,0.97648,0.91487,0.97364,0.82898,0.50992,0.67098,0.43643,0.94668,0.00121113,0.00121113,0.00121113
79,3415.87,0.56253,0.96815,0.42325,0.95451,0.94842,0.93188,0.97092,0.86616,0.94842,0.93188,0.97092,0.80469,0.57114,0.63824,0.47868,0.98871,0.00120831,0.00120831,0.00120831
80,3499.83,0.55835,0.94454,0.41152,0.9513,0.97509,0.91664,0.97409,0.85177,0.96946,0.91108,0.9732,0.8247,0.53572,0.6285,0.43329,0.98016,0.00120548,0.00120548,0.00120548
81,3584.63,0.56153,0.98309,0.41206,0.95728,0.97436,0.85587,0.95801,0.86969,0.97436,0.85587,0.95801,0.82039,0.47262,0.67689,0.41199,0.93889,0.00120265,0.00120265,0.00120265
82,3669.36,0.55248,0.98939,0.40799,0.94864,0.8595,0.92391,0.94001,0.83458,0.8595,0.92391,0.94001,0.79732,0.56763,0.66709,0.44852,0.93512,0.00119982,0.00119982,0.00119982
83,3753.98,0.54267,0.97313,0.4028,0.9491,0.93273,0.95747,0.97968,0.85951,0.93273,0.95747,0.97968,0.82868,0.53322,0.65831,0.42515,0.93828,0.00119699,0.00119699,0.00119699
84,3837.63,0.54897,0.95433,0.40363,0.94777,0.89922,0.95701,0.97328,0.87231,0.89922,0.95701,0.97328,0.79303,0.57258,0.76416,0.44398,0.97815,0.00119416,0.00119416,0.00119416
85,3921.38,0.55319,0.9657,0.41085,0.95583,0.94822,0.91918,0.9669,0.85973,0.94822,0.91918,0.9669,0.82122,0.56525,0.63027,0.47016,0.95728,0.00119133,0.00119133,0.00119133
86,4005.05,0.54754,0.96396,0.40297,0.95045,0.96219,0.97536,0.98439,0.86444,0.95674,0.96981,0.98315,0.82117,0.57762,0.70996,0.46256,0.95621,0.0011885,0.0011885,0.0011885
87,4088.78,0.54712,0.97583,0.40922,0.94735,0.86667,0.94982,0.96377,0.86394,0.86667,0.94982,0.96377,0.81613,0.54074,0.63825,0.45139,0.94932,0.00118567,0.00118567,0.00118567
88,4173.58,0.55058,0.95293,0.39652,0.94576,0.98253,0.90388,0.97253,0.88028,0.98253,0.90388,0.97253,0.8318,0.54585,0.75883,0.45215,0.93818,0.00118284,0.00118284,0.00118284
89,4258.24,0.54118,0.93234,0.3992,0.9493,0.98383,0.91636,0.96934,0.85999,0.98383,0.91636,0.96934,0.83343,0.53895,0.75742,0.43621,0.95084,0.00118001,0.00118001,0.00118001
90,4341.58,0.55593,0.99347,0.41547,0.95469,0.92268,0.9265,0.94399,0.85324,0.92268,0.9265,0.94399,0.80476,0.54364,0.71177,0.48703,0.98822,0.00117718,0.00117718,0.00117718
91,4425.49,0.54979,0.96996,0.42049,0.95182,0.9295,0.93188,0.95712,0.83873,0.9295,0.93188,0.95712,0.81649,0.57007,0.6737,0.45817,0.96535,0.00117435,0.00117435,0.00117435
92,4510.58,0.54394,0.95531,0.40582,0.94779,0.97715,0.88321,0.96505,0.85345,0.97715,0.88321,0.96505,0.81793,0.51165,0.68139,0.42302,0.97341,0.00117152,0.00117152,0.00117152
93,4595.7,0.54151,0.95906,0.40214,0.95281,0.98457,0.9071,0.96649,0.86555,0.98457,0.9071,0.96649,0.80613,0.53035,0.69122,0.4054,0.94307,0.00116869,0.00116869,0.00116869
94,4680.28,0.54862,0.9786,0.40363,0.94881,0.97604,0.92719,0.9721,0.859,0.97604,0.92719,0.9721,0.84946,0.51991,0.6291,0.44151,0.95404,0.00116586,0.00116586,0.00116586
95,4764.98,0.54068,0.94738,0.39717,0.95005,0.97071,0.94127,0.96749,0.86022,0.97071,0.94127,0.96749,0.83825,0.51951,0.74792,0.41598,0.94645,0.00116303,0.00116303,0.00116303
96,4848.69,0.52931,0.91243,0.38293,0.94054,0.91126,0.9748,0.97856,0.85372,0.90565,0.96925,0.97302,0.81621,0.5433,0.68353,0.4144,0.94083,0.00116021,0.00116021,0.00116021
97,4932.41,0.55219,0.96833,0.41317,0.94934,0.93875,0.98734,0.97862,0.83762,0.93875,0.98734,0.97862,0.81546,0.55233,0.72465,0.37134,0.97675,0.00115738,0.00115738,0.00115738
98,5015.98,0.53988,0.94509,0.39359,0.94717,0.97122,0.97971,0.98385,0.88135,0.97122,0.97971,0.98385,0.84437,0.52107,0.65163,0.38635,0.95113,0.00115455,0.00115455,0.00115455
99,5100.35,0.53764,0.95233,0.40212,0.93931,0.92587,0.98889,0.97282,0.85848,0.92587,0.98889,0.97282,0.8393,0.54152,0.67725,0.43006,0.97084,0.00115172,0.00115172,0.00115172
100,5184.99,0.53717,0.92677,0.38953,0.94102,0.93691,0.96239,0.96278,0.83282,0.93691,0.96239,0.96278,0.81536,0.56171,0.64313,0.41992,0.98569,0.00114889,0.00114889,0.00114889
101,5269.58,0.53436,0.91677,0.38694,0.94477,0.9879,0.92615,0.97897,0.86413,0.9879,0.92615,0.97897,0.84978,0.52472,0.64214,0.41743,0.95069,0.00114606,0.00114606,0.00114606
102,5353.96,0.52601,0.89998,0.38178,0.93815,0.92273,0.98344,0.98067,0.85353,0.92273,0.98344,0.98067,0.83254,0.57835,0.64015,0.42468,0.96712,0.00114323,0.00114323,0.00114323
103,5438.72,0.5314,0.93885,0.39525,0.94284,0.92867,0.97679,0.96766,0.84428,0.92867,0.97679,0.96766,0.84388,0.57057,0.61299,0.41249,0.99082,0.0011404,0.0011404,0.0011404
104,5523.8,0.53309,0.96824,0.39617,0.94484,0.93499,0.98419,0.97807,0.86449,0.93118,0.98565,0.97821,0.83202,0.56368,0.6533,0.4084,0.9782,0.00113757,0.00113757,0.00113757
105,5607.56,0.54257,0.94232,0.38476,0.94832,0.9267,0.98216,0.96427,0.85682,0.9267,0.98216,0.96427,0.82315,0.51536,0.65186,0.40347,0.95421,0.00113474,0.00113474,0.00113474
106,5692.26,0.54425,0.91628,0.38889,0.9421,0.93273,0.93146,0.96325,0.85415,0.93273,0.93146,0.96325,0.82099,0.54715,0.7508,0.43837,0.9598,0.00113191,0.00113191,0.00113191
107,5775.81,0.52555,0.9092,0.38014,0.93401,0.9715,0.91525,0.97293,0.84025,0.9715,0.91525,0.97293,0.81734,0.56219,0.68519,0.4363,1.02713,0.00112908,0.00112908,0.00112908
108,5860.53,0.5224,0.90939,0.37539,0.9396,0.98485,0.97021,0.98341,0.86269,0.98485,0.97021,0.98341,0.82594,0.56747,0.72699,0.44414,1.01894,0.00112625,0.00112625,0.00112625
109,5944.32,0.52654,0.95349,0.39003,0.94477,0.93261,0.97459,0.97929,0.86079,0.93261,0.97459,0.97929,0.83915,0.53378,0.72571,0.40445,0.95875,0.00112342,0.00112342,0.00112342
110,6029.37,0.52359,0.90844,0.37149,0.94572,0.96108,0.93105,0.97286,0.86807,0.96108,0.93105,0.97286,0.82889,0.52345,0.65536,0.39865,0.95536,0.00112059,0.00112059,0.00112059
111,6113.81,0.52288,0.89994,0.38482,0.9389,0.96656,0.98034,0.98361,0.87119,0.96656,0.98034,0.98361,0.84212,0.49666,0.65719,0.40492,0.94324,0.00111776,0.00111776,0.00111776
112,6197.49,0.51171,0.87876,0.38434,0.93572,0.93563,0.96351,0.96705,0.86523,0.93563,0.96351,0.96705,0.82561,0.51491,0.63553,0.39668,0.96219,0.00111493,0.00111493,0.00111493
113,6280.99,0.53041,0.92484,0.39036,0.9494,0.90172,0.97381,0.96183,0.85937,0.90172,0.97381,0.96253,0.83147,0.55057,0.77242,0.41825,0.97216,0.0011121,0.0011121,0.0011121
114,6365.74,0.52108,0.89924,0.36981,0.93057,0.97054,0.9795,0.98478,0.8751,0.97054,0.9795,0.98478,0.83891,0.53665,0.77994,0.37654,0.98161,0.00110928,0.00110928,0.00110928
115,6450.66,0.52703,0.927,0.37642,0.94406,0.95522,0.9674,0.98563,0.87151,0.95522,0.9674,0.98563,0.83999,0.55869,0.78798,0.36783,1.00039,0.00110645,0.00110645,0.00110645
116,6534.8,0.51589,0.88428,0.37476,0.93255,0.91912,0.96771,0.97368,0.86314,0.91912,0.96771,0.97368,0.82877,0.49949,0.62345,0.40242,0.94177,0.00110362,0.00110362,0.00110362
117,6618.43,0.51521,0.86276,0.3649,0.93473,0.97679,0.97694,0.98406,0.86777,0.97679,0.97694,0.98406,0.83075,0.50204,0.58117,0.39074,0.94632,0.00110079,0.00110079,0.00110079
118,6702.27,0.51661,0.88587,0.36153,0.93263,0.92733,0.9795,0.97861,0.8848,0.92733,0.9795,0.97861,0.82129,0.47453,0.75154,0.3554,0.92908,0.00109796,0.00109796,0.00109796
119,6785.68,0.5131,0.90123,0.36874,0.93863,0.93369,0.9795,0.97776,0.86903,0.93369,0.9795,0.97776,0.83903,0.50684,0.68527,0.39573,0.93658,0.00109513,0.00109513,0.00109513
120,6869.28,0.52048,0.90808,0.37339,0.94037,0.97407,0.97216,0.98535,0.85169,0.97407,0.97216,0.98535,0.8451,0.5496,0.59799,0.38,0.97288,0.0010923,0.0010923,0.0010923
121,6953.75,0.51024,0.8991,0.37355,0.93476,0.96567,0.93293,0.98049,0.87399,0.96567,0.93293,0.98049,0.84297,0.54812,0.6177,0.39068,0.97393,0.00108947,0.00108947,0.00108947
122,7038.84,0.51515,0.8918,0.37243,0.92931,0.97173,0.92063,0.97465,0.86626,0.97173,0.92063,0.97465,0.83243,0.49012,0.604,0.36637,0.94327,0.00108664,0.00108664,0.00108664
123,7123.81,0.5071,0.87223,0.36189,0.9312,0.89945,0.9795,0.97741,0.85923,0.89411,0.97394,0.97427,0.8291,0.49593,0.66229,0.3823,0.93762,0.00108381,0.00108381,0.00108381
124,7207.38,0.51493,0.89318,0.36638,0.9384,0.90948,0.9795,0.97722,0.87379,0.90948,0.9795,0.97722,0.83141,0.50062,0.57883,0.39089,0.91937,0.00108098,0.00108098,0.00108098
125,7290.94,0.52319,0.91827,0.37086,0.94487,0.91831,0.97872,0.97751,0.87577,0.91831,0.97872,0.97751,0.82923,0.51449,0.63184,0.40093,0.94502,0.00107815,0.00107815,0.00107815
126,7374.71,0.51394,0.88944,0.3738,0.93268,0.91969,0.98889,0.98025,0.89032,0.91969,0.98889,0.98025,0.83579,0.51285,0.59765,0.37046,0.952,0.00107532,0.00107532,0.00107532
127,7458.24,0.51525,0.88462,0.36236,0.93252,0.97489,0.98346,0.98486,0.88588,0.97489,0.98346,0.98486,0.83843,0.52399,0.64255,0.38548,0.95176,0.00107249,0.00107249,0.00107249
128,7541.22,0.50339,0.86987,0.3667,0.92818,0.93171,0.91423,0.97214,0.87987,0.93171,0.91423,0.97214,0.83474,0.5021,0.5968,0.37155,0.94446,0.00106966,0.00106966,0.00106966
129,7624.36,0.50394,0.87589,0.35774,0.9325,0.92774,0.97792,0.98047,0.87892,0.92774,0.97792,0.98047,0.83447,0.50606,0.642,0.36733,0.9498,0.00106683,0.00106683,0.00106683
130,7707.51,0.50186,0.87861,0.35907,0.93083,0.95583,0.98033,0.98563,0.88847,0.95583,0.98033,0.98563,0.8565,0.50923,0.62815,0.38212,0.94282,0.001064,0.001064,0.001064
