fid,set,population,n_candidates,top1_conf,top1_iou,top1_R,top1_t,top1_corner,top1_s5,best_iou_conf,best_iou_rank,detected_at_0.40,detected_at_tau_star,recovered
1779449634044385536,eval_night09,REAL_CHALLENGE_DEV_105,11,0.025113429874181747,0.0,74.76908838355038,3.7743227049753925,186.77434258606615,0,0.007287076208740473,4,0,1,1
1779449638581035008,eval_night09,REAL_CHALLENGE_DEV_105,11,0.2980870306491852,0.7359207031826418,86.89280045562714,0.11954324904048284,122.31017349537822,0,0.2980870306491852,1,0,1,1
1779449641015972352,eval_night09,REAL_CHALLENGE_DEV_105,4,0.7305548191070557,0.11657446302899357,106.55287696693728,1.0763923656240912,153.13585029214914,0,,,1,1,0
1779449643284402176,eval_night09,REAL_CHALLENGE_DEV_105,18,0.011921479366719723,0.5056546703120256,40.999626550335435,2.3965406117533723,70.34612083775171,0,0.011921479366719723,1,0,1,1
1779449645419136000,eval_night09,REAL_CHALLENGE_DEV_105,13,0.40327972173690796,0.7906599768901659,1.9488112681643959,0.46280799405140677,22.60105533495352,0,0.40327972173690796,1,1,1,0
1779449647620845824,eval_night09,REAL_CHALLENGE_DEV_105,6,0.8019217252731323,0.8628884919303981,1.836674683273162,0.1898605602846907,8.189841632151298,0,0.8019217252731323,1,1,1,0
1779449649655479552,eval_night09,REAL_CHALLENGE_DEV_105,3,0.799263060092926,0.8191462104281667,2.178423844502808,0.03708747823906151,13.410566509902402,1,0.799263060092926,1,1,1,0
1779449651923662336,eval_night09,REAL_CHALLENGE_DEV_105,4,0.935523509979248,0.0,57.03472834128355,9.24378214761553,224.32065882138568,0,0.3726765215396881,2,1,1,0
1779449654325364736,eval_night09,REAL_CHALLENGE_DEV_105,6,0.598155677318573,0.24044127891338307,9.240702970933123,0.44114402556262194,19.902467642244954,0,,,1,1,0
1779449656527024896,eval_night09,REAL_CHALLENGE_DEV_105,3,0.6837612986564636,0.0,60.580442363485204,9.170268910850007,258.06237622795214,0,0.5915209054946899,2,1,1,0
1779449658861846528,eval_night09,REAL_CHALLENGE_DEV_105,5,0.7019428014755249,0.0,80.38265621086745,7.291069068824174,381.6010984852827,0,0.04729562997817993,3,1,1,0
1779449661263803392,eval_night09,REAL_CHALLENGE_DEV_105,6,0.6887900829315186,0.0,78.29157564958429,7.084292127357405,389.7937764252565,0,0.02285950817167759,2,1,1,0
1779449663431979264,eval_night09,REAL_CHALLENGE_DEV_105,4,0.714271605014801,0.2624557448828379,18.424292567926393,0.5015440171613141,79.78976261140613,0,,,1,1,0
1779449665933553920,eval_night09,REAL_CHALLENGE_DEV_105,4,0.02499961294233799,0.3409974241280346,15.258981126622773,0.3391534382394898,84.72173517878836,0,,,0,1,1
