fid,set,population,label_w,label_d,label_variant,n_surv,E0_R,E0_t,E0_s5,E1_R,E1_t,E1_s5,E1b_R,E1b_t,E1b_s5,E2_R,E2_t,E2_s5,E1b_pick,E2_pick,E1b_correct
1778653364045039360,eval_outside,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,4,4.9083253482613625,0.0464398895253875,1,4.9083253482613625,0.0464398895253875,1,2.6912394041869843,0.24753025877711615,0,2.6912394041869843,0.24753025877711615,0,B,B,0
1778653367706938112,eval_outside,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,8,8.35460732172585,0.08083461360420821,0,8.35460732172585,0.08083461360420821,0,6.353617182052027,0.11788279054216985,0,6.353617182052027,0.11788279054216985,0,B,B,0
1778653378457989888,eval_outside,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,3,8.180328907489105,0.06803373799421705,0,8.180328907489105,0.06803373799421705,0,7.426930958495827,0.10959846513987648,0,7.426930958495827,0.10959846513987648,0,B,B,0
1778653455932024064,eval_outside,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,2,3.408211757864635,0.05383627612968955,0,3.408211757864635,0.05383627612968955,0,3.408211757864635,0.05383627612968955,0,3.408211757864635,0.05383627612968955,0,A,A,1
1778653498432396288,eval_outside,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,2,3.2804816532702095,0.260814046131473,0,3.2804816532702095,0.260814046131473,0,3.2804816532702095,0.260814046131473,0,3.2804816532702095,0.260814046131473,0,A,A,1
1778653508779767808,eval_outside,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,5,4.542395877109798,0.29388670444433834,0,4.542395877109798,0.29388670444433834,0,3.307182619827257,0.25175034622616926,0,3.307182619827257,0.25175034622616926,0,B,B,0
1778653522084302848,eval_outside,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,2,1.9896889902413568,0.05714515240442232,0,1.9896889902413568,0.05714515240442232,0,1.9896889902413568,0.05714515240442232,0,1.9896889902413568,0.05714515240442232,0,A,A,1
1778653526955536896,eval_outside,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,4,4.329868066333206,0.1246295680802096,0,4.329868066333206,0.1246295680802096,0,1.2121009548631705,0.2966750447723079,0,1.2121009548631705,0.2966750447723079,0,B,B,0
1778653539789436160,eval_outside,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,1.9485333322798246,0.02249747532482892,1,1.9485333322798246,0.02249747532482892,1,1.9485333322798246,0.02249747532482892,1,1.9485333322798246,0.02249747532482892,1,A,A,1
1778653540259983104,eval_outside,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,1.0780081370355914,0.029586921191789625,1,1.0780081370355914,0.029586921191789625,1,1.0780081370355914,0.029586921191789625,1,1.0780081370355914,0.029586921191789625,1,A,A,1
1778653545299653120,eval_outside,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,0.9786017941357047,0.05401752772581411,0,0.9786017941357047,0.05401752772581411,0,1.6374638009233482,0.14687844538617426,0,0.9786017941357047,0.05401752772581411,0,B,A,0
1775201414728017664,eval_noapril,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,1.5572590812960323,0.028480097485436957,1,6.284225027397905,0.4137608280112407,0,1.5572590812960323,0.028480097485436957,1,1.5572590812960323,0.028480097485436957,1,B,B,1
1775201415399297536,eval_noapril,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,2.2408219931280686,0.029512934283987866,1,5.9918972276461595,0.39870281826708326,0,2.2408219931280686,0.029512934283987866,1,2.2408219931280686,0.029512934283987866,1,B,B,1
1775201416944730624,eval_noapril,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,0.44074025230241715,0.024212010750166307,1,5.248526428038388,0.42535509587463793,0,0.44074025230241715,0.024212010750166307,1,0.44074025230241715,0.024212010750166307,1,B,B,1
1775201418120676608,eval_noapril,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,0.9165961517328275,0.034295983030160654,1,5.223179672922737,0.48394255287204435,0,0.9165961517328275,0.034295983030160654,1,0.9165961517328275,0.034295983030160654,1,B,B,1
1775201421043401984,eval_noapril,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,0.5586895996628508,0.014119526858605633,1,4.551040285864076,0.5038670150409832,0,0.5586895996628508,0.014119526858605633,1,0.5586895996628508,0.014119526858605633,1,B,B,1
1775201428535961600,eval_noapril,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,0.9886969081815787,0.030415369054632067,1,5.084238845398467,0.5075326735568986,0,0.9886969081815787,0.030415369054632067,1,0.9886969081815787,0.030415369054632067,1,B,B,1
1775201429879521792,eval_noapril,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,0.7138455285232225,0.03867483055605355,1,5.285239501187977,0.443059492890229,0,0.7138455285232225,0.03867483055605355,1,0.7138455285232225,0.03867483055605355,1,B,B,1
1775201430551447040,eval_noapril,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,1.4801581761042015,0.08127524198565761,0,7.040349228361139,0.4529798181194678,0,1.4801581761042015,0.08127524198565761,0,1.4801581761042015,0.08127524198565761,0,B,B,1
1775201430786751744,eval_noapril,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,2,0.8548243774412432,0.030124947659702733,1,6.528571047357291,0.3805112920724694,0,0.8548243774412432,0.030124947659702733,1,0.8548243774412432,0.030124947659702733,1,B,B,1
1775201436800711168,eval_noapril,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,1.257166106698909,0.010870340946241631,1,9.998259390950288,0.12337160124489914,0,1.257166106698909,0.010870340946241631,1,1.257166106698909,0.010870340946241631,1,B,B,1
1775201442546213120,eval_noapril,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,1.5267257584827005,0.011542806051124885,1,8.492430565846217,0.17563533403995538,0,1.5267257584827005,0.011542806051124885,1,1.5267257584827005,0.011542806051124885,1,B,B,1
1775201443822140928,eval_noapril,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,2,1.3312423705825474,0.02473641950758582,1,7.5866961828603,0.1918227160089777,0,1.3312423705825474,0.02473641950758582,1,1.3312423705825474,0.02473641950758582,1,B,B,1
1778653003088339968,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,0.9807753800270201,0.007357936794969228,1,0.9807753800270201,0.007357936794969228,1,0.9807753800270201,0.007357936794969228,1,0.9807753800270201,0.007357936794969228,1,A,A,1
1778653006783606016,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,2.8833518148234276,0.03321283930251478,1,2.8833518148234276,0.03321283930251478,1,2.8833518148234276,0.03321283930251478,1,2.8833518148234276,0.03321283930251478,1,A,A,1
1778653007724386048,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,2.2662462652397353,0.015404956299397653,1,2.2662462652397353,0.015404956299397653,1,2.2662462652397353,0.015404956299397653,1,2.2662462652397353,0.015404956299397653,1,A,A,1
1778653017736058368,eval_cad,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,2.779911101713438,0.04340482405069123,1,10.932309236260647,0.07471297874193704,0,10.932309236260647,0.07471297874193704,0,2.779911101713438,0.04340482405069123,1,A,B,0
1778653018878592768,eval_cad,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,2,2.518092978869656,0.033316835626349565,1,8.94118890990374,0.10216788533708124,0,2.518092978869656,0.033316835626349565,1,2.518092978869656,0.033316835626349565,1,B,B,1
1778653020759897344,eval_cad,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,1.6816597668097797,0.07162013180437676,0,7.0617633275137734,0.022126729229107894,0,1.6816597668097797,0.07162013180437676,0,1.6816597668097797,0.07162013180437676,0,B,B,1
1778653029965134592,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,4.230390511078544,0.048522637410230184,1,4.230390511078544,0.048522637410230184,1,4.230390511078544,0.048522637410230184,1,4.230390511078544,0.048522637410230184,1,A,A,1
1778653030032337920,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,4.098775484270463,0.04351373616940325,1,4.098775484270463,0.04351373616940325,1,4.098775484270463,0.04351373616940325,1,4.098775484270463,0.04351373616940325,1,A,A,1
1778653030099587072,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,2,3.2129208762777894,0.042309142408455486,1,3.2129208762777894,0.042309142408455486,1,3.2129208762777894,0.042309142408455486,1,3.2129208762777894,0.042309142408455486,1,A,A,1
1778653030166875904,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,3.5980909816139692,0.04053354087764927,1,3.5980909816139692,0.04053354087764927,1,3.5980909816139692,0.04053354087764927,1,3.5980909816139692,0.04053354087764927,1,A,A,1
1778653030233998336,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,2.6365779058341263,0.03673953972437549,1,2.6365779058341263,0.03673953972437549,1,2.6365779058341263,0.03673953972437549,1,2.6365779058341263,0.03673953972437549,1,A,A,1
1778653030939714816,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,2.8286251479414295,0.021494157934152675,1,2.8286251479414295,0.021494157934152675,1,2.8286251479414295,0.021494157934152675,1,2.8286251479414295,0.021494157934152675,1,A,A,1
1778653031275751936,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,1.881426699422601,0.015171824721915743,1,1.881426699422601,0.015171824721915743,1,1.881426699422601,0.015171824721915743,1,1.881426699422601,0.015171824721915743,1,A,A,1
1778653033056483584,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,1.693862363489309,0.0377037115215661,1,1.693862363489309,0.0377037115215661,1,1.693862363489309,0.0377037115215661,1,1.693862363489309,0.0377037115215661,1,A,A,1
1778653041187027200,eval_cad,REAL_DEV_OPEN_56,1.3,1.1,1.3x1.1,1,3.776143668813159,0.04153473371309494,1,11.512521064118078,0.07020943932921589,0,3.776143668813159,0.04153473371309494,1,3.776143668813159,0.04153473371309494,1,B,B,1
1778653055734035712,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,0.8050711625210388,0.01574882240748934,1,0.8050711625210388,0.01574882240748934,1,0.8050711625210388,0.01574882240748934,1,0.8050711625210388,0.01574882240748934,1,A,A,1
1778653055801377280,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,1.8013266344208199,0.020634143614167544,1,1.8013266344208199,0.020634143614167544,1,1.8013266344208199,0.020634143614167544,1,1.8013266344208199,0.020634143614167544,1,A,A,1
1778653055868669952,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,1,2.2860213623750636,0.018907989661231236,1,2.2860213623750636,0.018907989661231236,1,2.2860213623750636,0.018907989661231236,1,2.2860213623750636,0.018907989661231236,1,A,A,1
1778653056137140480,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,2,1.5809467085407265,0.017285299039428687,1,1.5809467085407265,0.017285299039428687,1,1.5809467085407265,0.017285299039428687,1,1.5809467085407265,0.017285299039428687,1,A,A,1
1778653072734532096,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,4,5.090616221078356,0.1999769863586857,0,5.090616221078356,0.1999769863586857,0,5.090616221078356,0.1999769863586857,0,2.2135774414828107,0.29295174330229407,0,A,B,1
1778653072835089920,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,4,5.5616594225248,0.2224973946123321,0,5.5616594225248,0.2224973946123321,0,5.5616594225248,0.2224973946123321,0,2.659947605903094,0.3084990190325546,0,A,B,1
1778653072868820224,eval_cad,REAL_DEV_OPEN_56,1.1,1.3,1.1x1.3,5,6.7991875775808195,0.26808935227705627,0,6.7991875775808195,0.26808935227705627,0,6.7991875775808195,0.26808935227705627,0,3.1948349399202733,0.3596839856109639,0,A,B,1
1778652124170068224,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,0.9880434767379883,0.047779455555491436,1,0.9880434767379883,0.047779455555491436,1,0.9880434767379883,0.047779455555491436,1,0.9880434767379883,0.047779455555491436,1,A,A,1
1778652125245035520,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,2.1925289537506156,0.048738626606858154,1,2.1925289537506156,0.048738626606858154,1,3.1307133132289726,0.15990503830073902,0,2.1925289537506156,0.048738626606858154,1,B,A,0
1778652126319943168,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,0.9202505629230128,0.023224732964332487,1,0.9202505629230128,0.023224732964332487,1,0.9202505629230128,0.023224732964332487,1,0.9202505629230128,0.023224732964332487,1,A,A,1
1778652127361815808,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,3.533458626422116,0.03714218200471643,1,3.533458626422116,0.03714218200471643,1,3.533458626422116,0.03714218200471643,1,3.533458626422116,0.03714218200471643,1,A,A,1
1778652128369383168,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,3.7169186740725078,0.01184032685218604,1,3.7169186740725078,0.01184032685218604,1,3.8046351180666953,0.20537143786329912,0,3.7169186740725078,0.01184032685218604,1,B,A,0
1778652130452698368,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,3.270649039520116,0.017434328350670686,1,3.270649039520116,0.017434328350670686,1,1.7898064723244802,0.16102032321367712,0,1.7898064723244802,0.16102032321367712,0,B,B,0
1778652132535256576,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,1.7018367526839866,0.012946539243983545,1,1.7018367526839866,0.012946539243983545,1,1.7018367526839866,0.012946539243983545,1,1.7018367526839866,0.012946539243983545,1,A,A,1
1778652134517495552,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,2.0097850745955297,0.02606508886217049,1,2.0097850745955297,0.02606508886217049,1,2.0097850745955297,0.02606508886217049,1,2.0097850745955297,0.02606508886217049,1,A,A,1
1778652136533958400,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,1.9495720200988693,0.021769057569447258,1,1.9495720200988693,0.021769057569447258,1,1.9495720200988693,0.021769057569447258,1,1.9495720200988693,0.021769057569447258,1,A,A,1
1778652138515809024,eval_pallet07,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,97.008052850487,0.08890591276926355,0,90.43018086799658,0.07445136114225212,0,90.43018086799658,0.07445136114225212,0,90.43018086799658,0.07445136114225212,0,A,A,0
1778652140531310080,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,2.3502908594544847,0.13538263956227953,0,2.3502908594544847,0.13538263956227953,0,2.3502908594544847,0.13538263956227953,0,2.3502908594544847,0.13538263956227953,0,A,A,1
1778652142480077056,eval_pallet07,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,2,1.9527850031348462,0.035779500111190174,1,4.911892240262295,0.12086577942209045,0,1.9527850031348462,0.035779500111190174,1,1.9527850031348462,0.035779500111190174,1,B,B,1
1778652144496057088,eval_pallet07,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,2,5.941062167766269,0.2111331168950673,0,5.335872867151295,0.14193856917574005,0,5.335872867151295,0.14193856917574005,0,5.335872867151295,0.14193856917574005,0,A,A,0
1778652146612550912,eval_pallet07,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,4.246255341785663,0.15047885919012632,0,5.985561615340224,0.07022743957762113,0,4.246255341785663,0.15047885919012632,0,4.246255341785663,0.15047885919012632,0,B,B,1
1778652148628229376,eval_pallet07,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,2,0.7511609888440313,0.7596275978800647,0,3.620060749688128,0.5115931443995396,0,3.620060749688128,0.5115931443995396,0,0.7511609888440313,0.7596275978800647,0,A,B,0
1778652150610404864,eval_pallet07,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,5.91619952535427,0.04253105716182516,0,9.11671567830721,0.12876702786128305,0,5.91619952535427,0.04253105716182516,0,5.91619952535427,0.04253105716182516,0,B,B,1
1778652152626116352,eval_pallet07,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,1,17.146767146934486,0.15446831247498252,0,19.365341787523587,0.07882126565898256,0,17.146767146934486,0.15446831247498252,0,17.146767146934486,0.15446831247498252,0,B,B,1
1778652154608392192,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,3,18.223033294445347,0.22367896504298157,0,18.223033294445347,0.22367896504298157,0,14.865271202427166,0.3828128512436142,0,14.865271202427166,0.3828128512436142,0,B,B,0
1778652156557165568,eval_pallet07,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,2,8.441737569594034,0.1607876024006639,0,14.35253609285581,0.06046027983207026,0,8.441737569594034,0.1607876024006639,0,8.441737569594034,0.1607876024006639,0,B,B,1
1778652158404883456,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,5.342200698650208,0.07100609046893389,0,5.342200698650208,0.07100609046893389,0,1.1988272730654264,0.15129918836307138,0,1.1988272730654264,0.15129918836307138,0,B,B,0
1778652166837872128,eval_pallet07,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,6,94.40501252684066,0.08902131183686773,0,88.57330625400161,0.03034228392619855,0,88.57330625400161,0.03034228392619855,0,88.57330625400161,0.03034228392619855,0,A,A,0
1778652168786111744,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,3,87.00501620384696,0.0958433439916761,0,87.00501620384696,0.0958433439916761,0,87.00501620384696,0.0958433439916761,0,87.00501620384696,0.0958433439916761,0,A,A,1
1778652170735118080,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,3.7387451746803486,0.06691960423512638,0,3.7387451746803486,0.06691960423512638,0,3.7387451746803486,0.06691960423512638,0,3.7387451746803486,0.06691960423512638,0,A,A,1
1778652172717607680,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,2.41763618140652,0.03377094010679964,1,2.41763618140652,0.03377094010679964,1,3.7448414806737507,0.13234715912198397,0,2.41763618140652,0.03377094010679964,1,B,A,0
1778652174598774528,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,5.133641539679686,0.03781651832961343,0,5.133641539679686,0.03781651832961343,0,2.117426146055819,0.15969546496882275,0,2.117426146055819,0.15969546496882275,0,B,B,0
1778652176547299328,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,3.4313017850793877,0.05710767179683677,0,3.4313017850793877,0.05710767179683677,0,2.3246204837457904,0.12587973179261144,0,2.3246204837457904,0.12587973179261144,0,B,B,0
1778652178428551168,eval_pallet07,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,3.2387581671234167,0.05589773089786593,0,3.2387581671234167,0.05589773089786593,0,0.9036961532249347,0.15203585297209418,0,0.9036961532249347,0.15203585297209418,0,B,B,0
1778653619758178816,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,8,10.362883076321358,7.336780120372376,0,10.362883076321358,7.336780120372376,0,10.362883076321358,7.336780120372376,0,10.362883076321358,7.336780120372376,0,A,A,1
1778653630038417664,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,5,31.73543233609809,0.867720491840518,0,31.73543233609809,0.867720491840518,0,34.154647441566404,1.09559642518972,0,31.73543233609809,0.867720491840518,0,B,A,0
1778653632188551424,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,9.39925221589347,0.10321591057374166,0,9.39925221589347,0.10321591057374166,0,9.744206634162467,0.10205775847897486,0,9.39925221589347,0.10321591057374166,0,B,A,0
1778653634641026304,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,4.0043252265811695,0.114601608859863,0,4.0043252265811695,0.114601608859863,0,4.510942834191285,0.1763383185642032,0,4.0043252265811695,0.114601608859863,0,B,A,0
1778653643678509824,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,6,6.0745162334213205,0.15276247662822215,0,6.0745162334213205,0.15276247662822215,0,3.907510064473296,0.5269858595763662,0,3.907510064473296,0.5269858595763662,0,B,B,0
1778653659065885952,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,3,49.63301952042989,1.0406889875384362,0,49.63301952042989,1.0406889875384362,0,52.17477092115901,0.5442043837729912,0,49.63301952042989,1.0406889875384362,0,B,A,0
1778653661653195264,eval_pallet09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,4,62.03665100341403,0.07186878285500976,0,59.31806682177012,0.3748953063629288,0,62.03665100341403,0.07186878285500976,0,59.31806682177012,0.3748953063629288,0,B,A,1
1778653664407620608,eval_pallet09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,93.50847881489697,0.08645407149556326,0,86.27613310441771,0.036329655326696506,0,93.50847881489697,0.08645407149556326,0,86.27613310441771,0.036329655326696506,0,B,A,1
1778653674184865536,eval_pallet09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,1,95.58829349817303,0.0707100732292439,0,88.88352681814054,0.018365896282733635,0,88.88352681814054,0.018365896282733635,0,88.88352681814054,0.018365896282733635,0,A,A,0
1778653693804927232,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,1.8289734303882956,0.4285338612194401,0,1.8289734303882956,0.4285338612194401,0,6.290666674929914,0.940423144681653,0,1.8289734303882956,0.4285338612194401,0,B,A,0
1778653699314620416,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,3.074812242872209,0.13492454301410595,0,3.074812242872209,0.13492454301410595,0,3.074812242872209,0.13492454301410595,0,3.074812242872209,0.13492454301410595,0,A,A,1
1778653704118966272,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,3.113619787423047,0.6452566270085313,0,3.113619787423047,0.6452566270085313,0,9.699622030439752,1.10598031554426,0,3.113619787423047,0.6452566270085313,0,B,A,0
1778653706706429696,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,6.188125534573212,0.38559668239037925,0,6.188125534573212,0.38559668239037925,0,2.1875262502040966,0.1292034424004963,0,2.1875262502040966,0.1292034424004963,0,B,B,0
1778653709259341568,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,2.068261115602558,0.12328980289778352,0,2.068261115602558,0.12328980289778352,0,3.915645842253367,0.268109287493064,0,2.068261115602558,0.12328980289778352,0,B,A,0
1778653711544007680,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,5,3.0297318248096903,0.07350950714598076,0,3.0297318248096903,0.07350950714598076,0,1.7811940002384454,0.2950681276808187,0,1.7811940002384454,0.2950681276808187,0,B,B,0
1778653713962971904,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,6,1.4983813703388458,0.43869802382057005,0,1.4983813703388458,0.43869802382057005,0,1.4983813703388458,0.43869802382057005,0,1.4983813703388458,0.43869802382057005,0,A,A,1
1778653721118964736,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,4,9.663044601723426,0.12853307082263657,0,9.663044601723426,0.12853307082263657,0,6.6653570058163165,0.22722473327776133,0,6.6653570058163165,0.22722473327776133,0,B,B,0
1778653723571790336,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,5,14.185487907059688,0.5288415980930149,0,14.185487907059688,0.5288415980930149,0,11.224777277935772,0.45355403538772887,0,11.224777277935772,0.45355403538772887,0,B,B,0
1778653730458996736,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,10.840771041147862,0.0954031174009284,0,10.840771041147862,0.0954031174009284,0,7.815992332636684,0.2136227343224984,0,7.815992332636684,0.2136227343224984,0,B,B,0
1778653738858078976,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,11.20554375660314,0.10647689724588964,0,11.20554375660314,0.10647689724588964,0,8.838966940011662,0.2420545761590096,0,8.838966940011662,0.2420545761590096,0,B,B,0
