model,frame_id,session_or_scenario,denominator,pck5_numerator,pck10_numerator,pck20_numerator,matched,score,target_iou,errors_px_json
R0,G38__G__f13781,G38:G__f13781,9,5,7,7,1,0.9398746490478516,0.9078322216181078,"[35.01912228165866,4.194406956377572,2.0799253985615147,23.6562512531527,6.976559886615693,1.237481116913704,1.2341828114670366,8.382874571166866,1.5151029491462844]"
R0,G38__G__f13856,G38:G__f13856,9,7,9,9,1,0.9726349711418152,0.9724940399976115,"[1.641149470035528,1.3012568371530435,1.4603094228234186,2.9039017275144823,4.562889876888429,5.710980564450193,5.811034784803168,4.989511682438882,2.8109291788864987]"
R0,G38__G__f14004,G38:G__f14004,9,9,9,9,1,0.9751814007759094,0.9929082229173098,"[0.9373245062331533,1.6578792474957784,2.0189416439879895,2.000498814993586,0.35240393856292046,1.2942314854375072,1.7963356048663877,1.243136218757705,1.0885115288351046]"
R0,G38__G__f14244,G38:G__f14244,9,0,5,8,1,0.9625451564788818,0.9746854451163498,"[6.547787890616239,5.8860368881916765,7.986595992728311,8.56774000480513,21.760816599041906,11.376968948811722,7.039927533042344,16.023487707931118,15.564529835849148]"
R0,G38__G__f14548,G38:G__f14548,9,9,9,9,1,0.6823835968971252,0.8926082822365479,"[0.3864398182638588,0.8483431708484408,0.9536303643276639,0.7012368896639541,3.2373658071205575,2.415771843342869,2.6060182269109364,3.5543696366426207,1.803136516962042]"
R0,G38__G__f14562,G38:G__f14562,9,4,5,9,1,0.9254711270332336,0.8600628856491679,"[3.47304467454813,14.376169437053088,14.405121200085015,2.699517585716308,0.7638088669847151,13.830898042319431,13.991064803998828,1.4337079308105207,7.890145177541811]"
R0,G38__G__f14798,G38:G__f14798,9,9,9,9,1,0.9692192077636719,0.9716501157077215,"[0.5730077942975466,0.6170734938066098,2.792273148135277,1.9672080501232752,1.4693524376721006,1.7099982686855777,3.705677108086495,2.8763594532282024,2.2712430010849998]"
R0,G38__G__f14842,G38:G__f14842,9,9,9,9,1,0.9692167639732361,0.9874441572755341,"[3.1729532623221464,0.7769828325511413,0.18045135075221475,3.289720356267755,0.6597023115910667,1.6572081256710534,1.481245280947499,0.9377201788763088,0.7278888164997818]"
R0,G38__G__f14905,G38:G__f14905,9,7,9,9,1,0.9570947289466858,0.9526674718577873,"[6.4062839499110495,2.8811572473450293,2.4063392851282113,6.195065195635299,0.40417764945550344,1.6583754311970587,1.8203028431193682,1.019064037117111,1.3524813824111923]"
R0,G38__G__f15525,G38:G__f15525,9,8,9,9,1,0.9549093246459961,0.9368929266540365,"[5.84186369227413,2.892383797551219,3.1102127384251057,4.4097947007034435,1.6064922924950231,1.4112314778273658,2.7285458537361866,1.4970740743829527,1.984749438291291]"
R0,G38__G__f15538,G38:G__f15538,9,0,0,0,0,0.23490247130393982,0.3432827180682703,[]
R0,G38__G__f15774,G38:G__f15774,9,9,9,9,1,0.9386406540870667,0.9783170436963808,"[1.544285734770257,1.3221479876903393,0.7640558953898439,0.8810156683213912,1.5496083840682169,0.7714481355279186,0.8162365030010255,0.8796446627917016,0.5918337273555468]"
R0,G38__G__f1586,G38:G__f1586,9,4,8,9,1,0.967395007610321,0.9760423944672539,"[5.7823959151006195,5.9789817352251715,14.633994404009348,1.8929108827496681,2.3747584942776476,4.177931373879623,8.715048586504636,5.552062174882812,4.438949070346436]"
R0,G38__G__f15894,G38:G__f15894,9,9,9,9,1,0.9598990678787231,0.9803887361112243,"[1.091498522659403,2.344975930299258,0.6778911141191628,0.6951098821285906,1.8748250858776903,2.370112770146928,1.6526418166126842,0.6036573363825295,1.9658593562323488]"
R0,G38__G__f16226,G38:G__f16226,9,4,4,7,1,0.9140878319740295,0.9191736623411018,"[1.8751952340591334,2.7333509883742817,2.6425818646605417,2.5331673866559474,13.260751147944244,21.8838700964751,21.06974118920797,12.825701410634784,14.819083155906636]"
R0,G38__G__f16384,G38:G__f16384,9,9,9,9,1,0.9337505102157593,0.9600311435942624,"[3.7431511150841126,1.0307217723576465,1.380498344875385,1.9847723878209687,2.02185369536975,1.5240286801517469,3.0871405613942757,1.8456062710642114,0.7765531675591086]"
R0,G38__G__f1652,G38:G__f1652,9,8,9,9,1,0.9698601961135864,0.972928573696214,"[0.4144976837440017,1.6320055905115298,1.785088235904799,5.9956938319938935,1.43754625895174,0.7424096098713887,1.3023608677678213,3.6572257337248613,0.4378645140411381]"
R0,G38__G__f16626,G38:G__f16626,9,9,9,9,1,0.9678691625595093,0.9824742736090943,"[2.98580365532317,1.9624003793033071,2.5200481981408243,2.384076322398934,1.0590177661898152,1.7103817877688534,2.3052585381880086,1.4256504727629011,0.6930211791777311]"
R0,G38__G__f16705,G38:G__f16705,9,7,8,9,1,0.9400829076766968,0.9405085106810455,"[2.646901135464457,3.532497268426768,4.39266773772957,1.5984236372863847,0.7905928774135318,9.513023476764332,10.30086331182789,1.4953495831540609,3.281139119976102]"
R0,G38__G__f16795,G38:G__f16795,9,7,8,9,1,0.9672669172286987,0.9806960528714572,"[1.331980223885657,2.087702099558339,2.7498744478635597,4.777128915870336,6.923217531433657,3.3976097897975115,3.8171010822610403,10.027411094045974,2.9085608278975985]"
R0,G38__G__f1682,G38:G__f1682,9,6,9,9,1,0.9698254466056824,0.9652525209903801,"[3.1888560125462533,8.862859773985164,7.654812844703828,2.131366154153209,2.8099610898787093,2.0140829389123365,6.803216364745557,3.356986568230959,3.0317183228149878]"
R0,G38__G__f16893,G38:G__f16893,9,4,9,9,1,0.9268514513969421,0.9490277644686844,"[7.802919208329224,4.2826027018193695,2.0267590146284666,9.009500428227225,7.019839326166165,2.99740626016879,7.328421630972318,9.601411742100447,1.3334894525030079]"
R0,G38__G__f16972,G38:G__f16972,9,8,8,9,1,0.9733210206031799,0.9813477211491984,"[1.7464450410408385,3.4751778324228595,10.763354284898844,2.5218033124874886,0.7049406286740735,3.7889333661643207,3.7867839732848676,3.3055205699341443,0.7739779058547683]"
R0,G38__G__f17137,G38:G__f17137,9,7,7,9,1,0.9667930603027344,0.9509623627622681,"[12.246370673976974,3.4112383666466015,3.1512900657375598,12.338175096105111,1.356391936319036,0.6605128960512929,0.35724018717397105,1.9943822141416054,3.336952426110467]"
R0,G38__G__f17238,G38:G__f17238,9,9,9,9,1,0.9286951422691345,0.9512362398684758,"[3.0638469151989205,1.303347313615119,1.80864898264699,3.810690756681082,2.1759402552514846,1.0884405318692267,1.344779681260857,2.5900420184818675,1.6522738431228967]"
R0,G38__G__f17241,G38:G__f17241,8,4,8,8,1,0.9243888854980469,0.8785409106006493,"[6.129576889841791,6.244308319558199,6.588725848284807,3.656728577612876,1.8400656238838722,3.41960176304411,8.988395654667793,2.2354310304982414]"
R0,G38__G__f17365,G38:G__f17365,9,9,9,9,1,0.9092888832092285,0.9852278011219031,"[1.9649945679881002,1.4807077054214448,1.6402634272234349,0.3063386383383999,3.372135963221967,1.215898579985048,3.2256345310873025,2.131519723722875,1.6402273184185432]"
R0,G38__G__f17504,G38:G__f17504,9,9,9,9,1,0.9752565622329712,0.9892542249050292,"[3.4216416584561915,1.4602157540324778,0.1153469104672966,1.355810080881326,0.9632295313699191,0.6316799402745517,0.3322593796548413,3.0418510199595725,0.6001494642446463]"
R0,G38__G__f17603,G38:G__f17603,9,1,1,1,1,0.966831386089325,0.9782080769263513,"[122.9634025191961,109.93276916144772,104.29017286319083,117.05567456770896,101.43769228015333,116.90691662040385,112.41422947408536,99.12372724437753,0.6603966161552668]"
R0,G38__G__f17774,G38:G__f17774,9,9,9,9,1,0.9768046736717224,0.9794865829525636,"[1.0930151656143485,1.2269391104535932,2.78744390655698,0.18170728465279223,0.3546183831091514,2.064593507328199,1.7718113931299064,1.8566470969073363,1.6347458748780894]"
R0,G38__G__f17926,G38:G__f17926,9,7,9,9,1,0.9802488684654236,0.9779955065843252,"[4.4389163707522945,1.2656197234551134,8.706095099962255,5.646188579766236,2.3275115307955248,1.7241106094253864,4.424635278009329,3.7914421594597423,1.4170056340779489]"
R0,G38__G__f18005,G38:G__f18005,9,6,9,9,1,0.8811013102531433,0.9178866274445834,"[5.196067218164021,4.292042138496659,6.355011213148199,6.7177965198459715,1.0157997012232334,0.8643542288996203,2.3421450944452986,1.4688430808758774,2.506322942129848]"
R0,G38__G__f1829,G38:G__f1829,9,9,9,9,1,0.9461041688919067,0.9587901016335049,"[1.4181635365537464,0.5527415949902517,1.0669390423690677,1.6280093546440024,0.9068729003377701,1.4791930753910458,1.1830701278562081,0.5555232985540317,0.514336099822423]"
R0,G38__G__f18651,G38:G__f18651,9,9,9,9,1,0.9323412775993347,0.975382255508689,"[1.711632717846466,1.2677516437988738,2.07407079712499,2.375801409212585,2.172576985429434,1.227227203631695,1.2199238624463076,1.8035301862768003,1.2399101314577794]"
R0,G38__G__f18760,G38:G__f18760,9,5,9,9,1,0.8161537647247314,0.7007664768356412,"[3.2164017245906944,6.4889673241336645,7.632743425182749,3.566778076369253,6.788282812596647,3.1158058352405362,2.927548240160534,5.827540595491323,3.1835770911778796]"
R0,G38__G__f18799,G38:G__f18799,9,9,9,9,1,0.8947585821151733,0.9162793011451694,"[4.151169215435744,4.60131340807266,2.6127559954409048,2.6086132910985085,2.485595789483485,1.8725599291600568,1.6029117462188611,3.3782093046538075,2.3270859401723842]"
R0,G38__G__f19114,G38:G__f19114,9,9,9,9,1,0.9442301988601685,0.9674046920370938,"[1.1637527475920781,1.0014221398126288,1.6493124874256022,1.9698729734499398,0.2826158159642022,0.8004932091852593,0.3500526384661368,0.44570710876115543,0.4879881117338163]"
R0,G38__G__f19143,G38:G__f19143,9,9,9,9,1,0.9476571679115295,0.9452892906214065,"[2.5390185828968335,1.9695800195678612,2.1086094122499834,3.242961467425066,2.9690262854111387,1.6117189636513847,1.1585717561985172,2.750688843455,1.5063126595488074]"
R0,G38__G__f19152,G38:G__f19152,9,9,9,9,1,0.9209724068641663,0.9296247787174884,"[0.5532379158096095,2.5632515369497058,2.265728655383421,1.4431978214411285,0.7977449215445757,0.5248966166703709,0.2626910768978962,1.0782049868126515,0.6811036136929863]"
R0,G38__G__f19373,G38:G__f19373,9,4,9,9,1,0.925958514213562,0.8662350017463657,"[1.1461029888787988,6.123600078388434,5.424786818149497,1.1919877664271705,4.742483857532233,8.54613920110844,9.276686054380416,5.462167109395405,3.3322617724534696]"
R0,G38__G__f19549,G38:G__f19549,9,9,9,9,1,0.9092283248901367,0.9259878953253868,"[0.5518989461295186,0.5112283807646989,1.1561496128894457,0.8067515088151035,1.1604177922284273,0.5649921297112726,0.7890945956240001,1.1990181469291437,0.8516103946547323]"
R0,G38__G__f2008,G38:G__f2008,9,5,6,8,1,0.9739323854446411,0.9920355194091883,"[1.4184277317841023,0.9015669847499,2.3953687605590392,3.9023879885394464,2.876722236806107,20.001642696064835,18.013538233060014,5.909130514212366,12.705267521694884]"
R0,G38__G__f20333,G38:G__f20333,9,1,1,1,1,0.9290733337402344,0.9286234326315893,"[81.11103828540884,100.67250070788944,102.54355954678518,81.25720563403242,101.0890448074729,67.12499344500829,66.527426539865,101.03756578319751,1.7500553776408592]"
R0,G38__G__f20418,G38:G__f20418,9,8,9,9,1,0.9255694150924683,0.9758690305325524,"[1.4853696219939496,4.85279257623595,6.803743672208985,3.317070842526512,0.8925032343425117,1.3685289509667788,3.108446526466016,2.3615977031558386,3.163499870181503]"
R0,G38__G__f20474,G38:G__f20474,9,6,9,9,1,0.9754734039306641,0.9810861305804143,"[5.070811171110663,4.935810774314066,3.156677433079591,3.438113743983671,2.8024807420267,2.9559142306910475,5.102453199832631,5.230417448614903,1.2878900368862412]"
R0,G38__G__f20496,G38:G__f20496,9,7,9,9,1,0.9718478918075562,0.9576535131589892,"[6.014326325642274,2.7667961291884646,3.103772603484929,6.957507912062863,1.8738481023605418,2.3959691041301223,1.9616376881008852,2.0454066792366046,1.669851105846831]"
R0,G38__G__f20673,G38:G__f20673,9,1,1,1,1,0.5874212980270386,0.8048234554340516,"[48.07000341756316,28.717131387606372,27.78759671029829,48.71140299587755,33.698621180332026,48.101402352013615,46.908656339112355,34.133918714523084,3.128434768291422]"
R0,G38__G__f20675,G38:G__f20675,9,9,9,9,1,0.9749838709831238,0.9905108799921575,"[1.6486704058748312,2.487336570173499,0.24790098032711005,4.465281844386474,1.5094125537685232,1.4866441947308566,2.345532737238819,2.0071534827043394,0.7446951864405131]"
R0,G38__G__f20770,G38:G__f20770,9,9,9,9,1,0.9621955156326294,0.9837138851563726,"[3.4297534694454828,1.2852757748933472,1.611244125493926,2.195392406355664,1.672677247547913,0.5114665442823081,1.1874873462722946,0.3745981098961783,0.9980186679571766]"
R0,G38__G__f20921,G38:G__f20921,9,7,9,9,1,0.9770675897598267,0.9785277902350198,"[2.6986558427072986,0.6169245603912288,2.094795483383455,1.6522069723816852,6.009628243134077,1.1733718989464483,1.0817839054223843,7.235143962414163,1.9448745660205364]"
R0,G38__G__f21024,G38:G__f21024,9,9,9,9,1,0.6897980570793152,0.8225966547729998,"[0.9554516821412631,1.6852968673330926,1.5194884305073437,0.898162846346887,3.4888480166217297,2.759230426786981,2.544186721772452,3.342657532183592,2.075325635670801]"
R0,G38__G__f21119,G38:G__f21119,9,9,9,9,1,0.9341307282447815,0.9791650198180639,"[0.4367686581381858,2.671965891427872,3.8574258681493476,3.3789153496827655,0.5551291881296168,0.93172188907165,3.7370991956924953,3.5663579721967777,1.8642250245989218]"
R0,G38__G__f21275,G38:G__f21275,9,9,9,9,1,0.9699230194091797,0.9904617838479225,"[2.8674170400585517,0.8280310050093124,2.3240412293395565,0.8306004308535365,0.6184319314426876,1.3170854441815454,3.333468439034001,1.2911358018912817,1.0168409923967563]"
R0,G38__G__f21509,G38:G__f21509,9,9,9,9,1,0.9777651429176331,0.9823460447470319,"[3.3077139601128165,4.394540691642441,2.0657234635907873,1.03088540773594,1.2212895451432932,1.411032028918808,3.7481161376927146,3.319963403836025,1.4639747155786558]"
R0,G38__G__f21762,G38:G__f21762,9,1,1,1,1,0.9422274827957153,0.9556324648253307,"[70.59056787750698,39.524192349462886,40.47613284238958,71.46531433343483,41.76028746323716,70.69390333073042,70.35638880770415,41.70710823330258,1.0722215460018185]"
R0,G38__G__f21794,G38:G__f21794,9,3,4,7,1,0.9276918172836304,0.8978769467662959,"[1.7948556432812786,4.421062075232077,6.638527727869753,2.6131327075368,20.433493591683284,16.26489731683095,18.458498439941135,21.489111058905667,10.732699829368036]"
R0,G38__G__f22151,G38:G__f22151,9,8,9,9,1,0.946468710899353,0.9240709315860022,"[5.365862188333436,0.15424479089830606,1.6105611715334383,3.4119673421964056,1.8931348263374297,2.080467483541941,3.419865355121951,0.5769032550952665,0.8767152641468018]"
R0,G38__G__f22188,G38:G__f22188,9,8,9,9,1,0.9754763841629028,0.9792027405332132,"[2.023931597150002,6.08863927666299,4.008788609416968,4.741478354523692,2.063256460417096,4.590581397989871,3.0253036386818524,3.8817364649737813,1.2834276691643793]"
R0,G38__G__f2222,G38:G__f2222,9,9,9,9,1,0.9471709132194519,0.9556151934107008,"[2.8629296589773077,2.2367899987251647,2.706612677370522,2.8438685862592665,0.8433649768757027,2.4373633000207313,2.8084282370476097,0.8725678699583094,0.6421692258840576]"
R0,G38__G__f22453,G38:G__f22453,9,9,9,9,1,0.9637952446937561,0.9713160322468647,"[3.486852345099289,2.427943055982222,3.064935719288583,1.9778339995810872,2.2880516254554566,1.3145531607255658,2.9309050745984866,0.39413915850525777,0.37238117699470535]"
R0,G38__G__f22741,G38:G__f22741,9,9,9,9,1,0.9724563956260681,0.9897193275171468,"[0.31854010756734813,1.4675787009334194,0.9181183425626316,0.46070069166717736,3.2283294914327647,1.0403581289138724,0.809339664891865,3.170372627173973,0.9260523840900005]"
R0,G38__G__f22890,G38:G__f22890,9,9,9,9,1,0.9751983880996704,0.9815198225965689,"[1.9157792535141003,1.015116540880546,2.6896258379209312,1.5413519457645575,3.8245370389631406,2.2915672390460466,1.8444348105504822,3.2873345627876254,1.6841571560038013]"
R0,G38__G__f2326,G38:G__f2326,9,6,9,9,1,0.8997717499732971,0.9500282738978979,"[6.732113017499244,3.261412186550557,2.6120001386180585,4.2574833380517,0.5136825816583399,7.178030191403139,6.244654683656915,2.093439769793276,4.435322485034506]"
R0,G38__G__f23908,G38:G__f23908,9,9,9,9,1,0.9724801778793335,0.9693850768263057,"[0.9947030790488437,2.3030584697345433,2.677727493952981,3.055186778829332,4.898405060882939,4.805287097146516,2.603584953971004,2.5960587247394478,1.8352972890037313]"
R0,G38__G__f24141,G38:G__f24141,9,5,7,9,1,0.9592997431755066,0.9654287262804688,"[2.224942637129349,5.0124027703588725,3.814270286516021,0.8449368484968092,1.2791480491404073,14.313371860940945,12.742306861905645,4.662461496031004,8.31731479306014]"
R0,G38__G__f24313,G38:G__f24313,9,4,5,9,1,0.9020419120788574,0.8224628863060688,"[19.909808311424722,1.3547893358035386,4.974775222359599,19.658695943627574,10.81775578104819,2.4110657677202285,4.920302695111238,11.311090365928584,6.9063650854147385]"
R0,G38__G__f24500,G38:G__f24500,9,9,9,9,1,0.7490983009338379,0.9555394975054219,"[2.008625475091947,1.8227913573646368,1.8008305962769842,0.729277129146926,1.4792563828754142,0.8240234165257453,1.9364294126895487,0.9689885429499822,0.2542464691224512]"
R0,G38__G__f24763,G38:G__f24763,9,9,9,9,1,0.942289412021637,0.9349559206775219,"[0.729261015741821,2.024162581451544,3.0467973502919743,1.7293708832413468,1.5914463229877804,1.1315507986840005,1.1505331092587177,0.7178555180295919,0.9281105082115849]"
R0,G38__G__f25001,G38:G__f25001,9,9,9,9,1,0.9669463634490967,0.974079243169026,"[4.065999623034689,2.1579361122170675,1.261562930847063,2.2371812832130678,2.655733316160026,0.770065729361892,1.3588365740559298,1.983301587030703,1.254136144432569]"
R0,G38__G__f25311,G38:G__f25311,9,9,9,9,1,0.9412985444068909,0.9438374843103571,"[3.656271294493038,2.6082729584035986,1.3359361449646359,1.8018802637197755,1.6159343916877686,0.30729885654252004,1.7649669176289158,2.956403322721415,0.9688140582634963]"
R0,G38__G__f25569,G38:G__f25569,9,3,8,8,1,0.9655123949050903,0.9781703205748218,"[6.77585835850854,2.916503863805359,5.472310420855904,27.648579943884773,2.5901016185380596,1.8624703205089068,6.265503580443697,9.487713133331997,6.911325816970012]"
